ME14	ME47	ME33	ME56	ME21	ME26	ME29	ME12	ME24	ME45	ME52	ME9	ME50	ME25	ME39	ME18	ME38	ME22	ME42	ME19	ME31	ME10	ME2	ME5	ME8	ME15	ME48	ME27	ME30	ME17	ME44	ME1	ME3	ME43	ME51	ME32	ME35	ME16	ME41	ME34	ME7	ME54	ME23	ME28	ME49	ME13	ME11	ME20	ME37	ME36	ME46	ME55	ME53	ME4	ME6	ME40	ME0
GSM1172868	-0.0270242327778995	-0.0350785966359055	-0.0340174162090714	-0.0293574360812589	-0.0283972080177091	-0.0049534821427383	-0.0250298962758622	-0.0182065047814125	-0.0114647057470314	-0.0338383420406337	-0.0150820008918828	-0.0314876827395586	-0.0260011005980994	0.00432457653057341	-0.0309572857917891	0.00974266319028272	-0.022564041692225	-0.0376122968774545	-0.0232576323464733	-0.0396828329984586	-0.0324253147138019	-0.0268675826923598	-0.0223948328677251	-0.0169036901473963	-0.0294848974847709	-0.0514516766154646	-0.0265709941642188	-0.018815581900907	-0.0227053470239535	-0.0252108035689973	-0.0288669022560423	-0.0722465812631046	-0.0641371034327078	-0.0258674666277644	-0.00563063659215655	0.00336781800892287	-0.0245068212118366	-0.0209395862633127	-0.00444989510597995	-0.0168104091682391	0.0190896788117077	-0.0340746199395251	-0.00163636472556269	-0.00709809817957264	-0.00435456689079372	0.969248228160969	0.023219521181383	0.0578117775682482	-0.0215171025406691	-0.00836102441620391	-0.00745755363121566	-0.01200636253331	-0.0146634192924137	-0.0474120247809698	0.0400853774217783	0.0865668829659077	0.00322823526242099
GSM1172869	0.00533036207834628	0.0213475379659528	0.00339380831528563	0.00464234086147216	0.976372895389223	0.0502308626995501	0.0135697080627562	-0.01175855249835	-0.00123432782097999	-0.0181691479681823	-0.032460667008961	0.00478187692715017	-0.0182565949899367	-0.0196268399424989	-0.0044269463985368	-0.00854382604086307	-0.00264263626102096	-0.0201686514755555	-0.0276511467875151	-0.0279662802295982	-0.00982489676974977	-0.0318649748367862	-0.0232051994241263	-0.0357356535412589	-0.0116550622015315	0.0372259784959672	-0.0294699707722441	-0.0258614162004904	-0.0193428720850114	0.0262689859000812	-0.0250770200659487	0.115820026768502	-0.0173175614594504	-0.0562584075277636	-0.0162520287484375	-0.0359693220407606	-0.0169760288640002	-0.0425572657659381	-0.0338123130567871	-0.0585070319175304	-0.126929244763617	-0.0319003031301546	-0.0635086315169924	-0.0807499373606471	-0.0184442014660421	-0.0539526544684938	-0.0307277312615713	-0.033103011714302	0.0205843154177293	-0.00174797114605767	-0.0184732886601304	0.0283708361978576	-0.00719464548966264	-0.0152022153573458	-0.0473769156076279	-0.0153066758277257	-0.126864113105168
GSM1172870	0.0121695226580867	0.000845647378343454	0.00604555159963924	-0.00392774718582423	0.0300856963392176	0.0137931065699259	0.00741208346672011	-0.000547787801722503	-0.0106036064841529	-0.0169179414288442	-0.00521080748138106	-0.0185512181627867	-0.0155335193067948	0.0316644276257394	0.980036630019114	0.03250598699577	0.00406973925926802	-0.00649818718706235	-0.0267219366867728	0.00416050792600435	0.00784287176115258	-0.0102512521991955	0.00424097774501843	-0.00804509215853837	-0.00703327220458173	0.216104081926757	-0.018315364262903	-0.0108856343025306	0.0245786191086296	0.00550431069290165	-0.0329764455387816	0.0263122534001332	-0.0348932491050345	-0.0424697439930778	-0.0267404040357114	-0.0392927547152728	-0.0135767454675484	-0.00787901848282176	-0.0124701913903121	-0.0442520556170763	-0.0698384274214762	-0.0236243267706779	-0.0347620463397722	-0.0385549566080695	-0.00601588168173238	-0.0072734214924368	-0.00837225783775595	-0.00302641472199591	0.0326665558369074	0.022061994827316	0.0296491462344765	0.0257781879979685	-0.0267528737496297	-0.00549375021140018	-0.018943277116603	-0.00776478696910089	-0.0583908928279376
GSM1172871	-0.0151586658853524	-0.00500902497736855	-0.0110997966532646	-0.022714210215979	-0.00990830331160656	-0.0167112708158905	0.00105035514366456	-0.0316001413870641	-0.0199595166856854	-0.0109174315791086	-0.0341337634361022	-0.0228829696035504	-0.032061965016165	-0.0206206512319853	-0.0131209647467565	0.047977558890205	0.96750103044712	0.0087103352784414	-0.029341923629176	-0.0255304636838763	-0.027753251916116	-0.0248878834360993	-0.0219590345442457	-0.0292054092316615	-0.0263512692613554	-0.0499931092820634	-0.0276853255412936	-0.0220268657056469	0.00691261036369767	-0.0209048139008924	-0.001735481477644	0.150331101366438	0.05916503791566	-0.0545757298483728	-0.0314647007270517	-0.0526296859263327	-0.00493169959374767	-0.0358835104413698	-0.033669809933675	-0.0645439941122469	-0.119928886850036	-0.0380317127976432	-0.0517656956479778	-0.0647550642002521	-0.0326929519597821	-0.0441678966302845	-0.0183006943607103	-0.0262207692882931	-0.000469508652785284	-0.0409578746725485	-0.0377330920514385	-0.0299666987432162	-0.0364420821121288	-0.0495705161611321	-0.066455144872624	-0.151682171498704	-0.104514465813724
GSM1172872	-0.0497978126974223	-0.0481325664827931	-0.0477484928439673	-0.0230871598100183	-0.0269168568695255	-0.0483932611572756	-0.0422969461591067	-0.0068832594244588	-0.0423517022813662	-0.0223025615338289	-0.00646114990232174	0.0109361447903749	-0.0139279064652116	-0.0259141411526006	-0.00270767670036344	-0.0251793695308315	-0.0135939044327405	-0.0217918673900706	-0.0226110495772946	0.0197463389574653	0.964442711615089	0.0187989645483599	-0.0222267030904775	-0.00927112266601651	0.000784266800435549	0.207373794265804	-0.00249891096287926	-0.00156082721790187	-0.035324389228365	-0.0354082068032889	0.0209278055379446	-0.0358587524261766	0.109698372938346	0.00330859771704843	-0.00216864851619195	-0.0176937425461587	-0.00726728227059536	-0.0048352314411911	-0.03040686531917	0.0175835102720834	0.0518148826877214	-0.00885384991390792	0.00337669502502229	0.0103425744377594	-0.0329555835432317	-0.0185259573523307	-0.0226349822980447	-0.0240031696519538	-0.0523710173570738	-0.0105696545037541	-0.0306634607761741	-0.0325407770211964	-0.0377714444581409	-0.0844317951572036	-0.0361997328794552	-0.11324462499572	-0.0449529157916864
GSM1172873	-0.0409840813825603	-0.049810169732881	-0.0460394710568398	-0.0327960506532068	-0.0534060024838069	-0.0545059765274167	-0.0633168643176911	-0.0219092027997828	-0.0540567150262067	-0.0346441704033582	-0.00598824273024114	-0.0596097864879887	-0.0430351650778398	-0.0234349158353624	-0.0317284901296019	-0.0536922027100998	-0.0553299116131453	-0.0583199771739914	-0.0255168606355936	-0.0236226387921212	-0.0113913257639177	-0.0224068185459887	-0.0274357048612341	-0.0265562156009869	-0.0289243825296828	-0.0454745081793595	-0.0335860808848243	-0.023386864156627	-0.0632352130066242	-0.0680054790629471	-0.0482669850236457	-0.199302191970222	-0.149414400646584	-0.0140549088047585	-0.0202536140378935	0.0229288184795995	-0.0432937553342275	-0.0083070779274173	0.025012435183077	0.951107320029242	0.120514757837038	-0.00824825393495141	0.0236543764856653	0.0288677412742416	-0.0170500691437162	0.00189533677245933	-0.0606239335737793	-0.028985056288182	-0.0488077853224511	-0.0112096108608222	-0.00288063449577959	-0.012714020086924	-0.0259825013009831	-0.0656675849409068	-0.0105266595638971	0.123797485821512	0.07605740159161
GSM1172874	0.00279080039322081	-0.0100494290241498	-0.0105634165101454	-0.000410739559641088	-0.0177598243973661	-0.00654492011647814	-0.00442749689226775	-0.0242867738365111	0.0247205885007591	-0.00727354911917286	-0.0344445848512385	0.0348233640407561	-0.023456472238564	-0.0277075002954267	-0.023297635429994	0.0116894355302656	0.0230443993257672	0.00454043823960358	-0.0134851942474378	-0.0340710793090037	-0.0397010149536384	-0.0219214918897617	-0.0241448231671602	-0.0318227722312518	-0.0345390841004276	-0.0569895629470805	-0.017737124299436	-0.0107282406894613	0.971563769306491	0.0367587111884478	0.00613946706355788	0.243731284695093	0.114707527278427	-0.0475429383069672	-0.0306318558399094	-0.0473872187494357	0.00702953759763587	-0.0377277519660734	-0.0125388948997276	-0.0616166393790256	-0.0881237614604616	-0.0278877218586696	-0.0458702706275125	-0.0673214521932196	-0.0117627073519484	-0.0176603253665015	0.0184166236802022	0.00747572052425358	-0.0156407927727159	-0.0331753089111297	-0.0118439126439368	-0.0478457398612619	-0.0304004916646799	-0.0574348570540356	-0.0240333260858332	-0.0515192286320955	-0.0547777734632549
GSM1172875	-0.016974720042789	-0.0159347871376498	-0.0172214715115053	-0.00394516605474793	0.0165453523805918	0.0211884420250711	0.0279048035510882	-0.00176514760495114	0.0599156265913455	0.0291692024100369	-0.0274297690277457	-0.0162695555671685	-0.0112890236189889	0.0119200753188821	-0.00281118342104364	-0.00237831761088432	0.0586415598454818	-0.0154319929186203	0.0200005365447637	-0.00939480124492436	-0.00296304645515904	-0.000735802850346844	0.00175265033048398	0.00238117638107956	-0.00881004033251941	0.0841502287986258	0.0205670842960497	-0.00800510207727162	0.0159497227730766	0.956828606712103	0.0140684348777478	0.287516956267249	0.148848662200515	-0.043774879974815	-0.00803364742548134	-0.0570691009188836	0.00796496013725562	-0.0352102781170153	-0.0365886445347823	-0.0687222014247227	-0.131704681231141	-0.0244961064809573	-0.0620751422691225	-0.0610226496375634	-0.020202437785461	-0.0519990683679196	0.00545174698830332	-0.0211033114408481	-0.0198741116841721	-0.0166995183655112	-0.0130912832368993	-0.00577519195430457	-0.0115038039964958	-0.0766340236624962	-0.0151198542440347	-0.153541421349668	-0.181873623202704
GSM1172876	-0.00981753310904036	-0.00744428999695879	-0.00197236021770578	-0.0302980613534428	-0.0247387045354967	-0.00528272463588135	-0.0183807688030322	-0.031614678701797	-0.0205159696812587	-0.00476940447069991	-0.0298123539627215	-0.0316065460684983	-0.0379540031846592	-0.0174582614142766	-0.0263210552721586	0.970719600973982	0.0444940637366199	-0.00125564714154754	-0.0310191657460991	-0.0282393652072128	-0.0290146304946229	-0.0181692697303724	-0.0221066916744685	-0.0405365403681474	-0.0311705621767785	-0.0759530008581212	-0.00544952506131575	-0.00851547862307214	0.020118499048097	-0.00387463213133064	-0.0204317558615137	0.165246753376936	0.107465883941103	-0.0330089193577998	-0.0357972504367537	-0.0422691246441093	-0.00904605131634073	0.0100959331119313	-0.0283425779626764	-0.0543835478131365	-0.0600115368568936	-0.0303409847388044	-0.0437369217078145	-0.0670535405029188	-0.0362302635537054	0.0213425455019304	0.0809878168880488	0.0112699758483546	-0.0511017213423231	-0.0298587823053804	-0.0401689557220522	-0.016859449979502	-0.0348806742291259	-0.0380806717225777	-0.0490522818749413	-0.127477910906943	-0.0766866897689909
GSM1172877	-0.0190319477576381	0.0141503320997908	0.0318708631292391	-0.00581328288227933	0.0453415566451794	0.00555051242909	0.0372250566178689	0.984051991242559	0.165568254801362	-0.0237807987001751	0.00929108068030807	-0.0526158881704474	0.0334321429660639	0.00592089179522856	0.0348927310712939	-0.0353830618142736	-0.0295416721029977	-0.0263827231924914	-0.018815571948098	-0.0121148331624274	-0.023237357112803	-0.0296896990523677	0.032315219091302	-0.00815239218883913	0.0290585953418782	0.178256270938042	-0.0217732028714482	-0.0233085027409633	-0.00904112768598224	0.0604078952351854	-0.0395628864198078	-0.0219336860702158	-0.109758161005135	-0.0409556308852857	-0.0125221561880514	-0.00825717982242105	-0.00445345134718751	-0.0231360719427505	-0.0259349569262905	-0.0635812155204283	-0.0837538684616358	-0.0255867534720887	-0.0539362168355771	-0.0686640803575121	0.0210248519657901	-0.0257381881542652	-0.038428034467388	-0.00855053659471244	0.0198114094000333	0.00222909844696596	0.0166281023555655	0.004891056182954	0.0118099175550631	-0.0201204276354254	0.0446896150104972	0.163021426083087	-0.111735388515963
GSM1172878	-0.0281476173045735	-0.0245274633583797	-0.0113400377068227	-0.038966319425023	0.0112343109611378	-0.0158662511304808	-0.0242331997011601	-0.0158059557743141	-0.0140273986611711	-0.0497383214685856	-0.0234550896821001	-0.0722425324004373	-0.0245722839736787	-0.0241989954686367	0.00298101533598782	-0.0525446523851714	-0.0431651350087144	-0.0607872538474024	-0.0390090777548522	-0.044450905121104	-0.0379539466386761	-0.0460979516138771	-0.0246418565756919	-0.0402579977626548	-0.0319799692959608	-0.122579866590709	-0.0558644401639254	-0.042006038799017	-0.0529499512235912	-0.0414248062913902	-0.0556718795468765	-0.176230040856916	-0.205542722262807	-0.0471563406361568	-0.0294116337886162	-0.0276864432865178	-0.0685852036241221	-0.0435070474413967	-0.00324799409813163	-0.0427299906473711	-0.0972007202180001	-0.0331411548064579	-0.0535632795294341	-0.0565157298123438	-0.0134417105128401	-0.0412208861538409	-0.0507141617126961	-0.0304154478853921	0.969583027055559	-0.0145687764892897	-0.0107140277872616	-0.0102299999263506	-0.0229349478349499	0.00884775443775913	-0.0339023316387265	-0.0272819628773674	-0.0398260704119046
GSM1172879	-0.0507597302847201	-0.0399833245650646	-0.0414962202258821	-0.0464303622572127	-0.0391280547812309	-0.0222514422755135	-0.0463603627680474	-0.0316489227852719	-0.0495508436162751	0.0755393577954768	0.976664479866285	-0.00818352946276691	-0.0164630329368941	-0.0343299206250078	-0.0360988631519316	-0.048127544052005	-0.0636804993436492	-0.0353875048857312	-0.00719021438457282	-0.0413604528296917	-0.0309459914317283	-0.047400881149616	-0.0265920761134587	-0.0188239041208447	-0.0181018699922754	-0.0835180882266383	-0.0207489716144464	-0.0368010944839163	-0.0442509658258022	-0.0602059215826462	-0.0428254981050916	-0.181721455000838	-0.123652502920621	0.00818908641421772	-0.0215381326979767	0.0133221003768571	-0.0442769389875517	-0.0215187825355105	-0.00504069288186411	0.0103545818885408	0.0875386284377152	-0.0175691651032935	0.0396314616107375	0.0698511978741549	0.00721626428039786	0.0180844628619304	-0.0472640249834732	-0.0322177624932617	-0.0120756091902606	-0.0304619246649949	-0.00589309502636441	-0.0319608904457171	-0.0254205571790832	0.0553575028260164	0.00310770216683603	0.163232114402003	0.347954083148912
GSM1172881	0.0271150258634203	0.013106390580183	0.0261760841861788	-0.0211041292215767	0.0165581793147733	0.970923487222605	0.0324251109826573	-0.0155045194935601	0.0340108285210138	-0.0241596592798116	-0.0326649223544534	-0.0306865803553658	-0.0292778510902402	-0.0145236592198451	-0.0179435464426756	0.0200640099318678	-0.00293147353547056	-0.0192572007351641	-0.0284510767240846	-0.0425948412503906	-0.035962678870318	-0.0284122214087975	-0.0249938887078252	-0.032826034071261	-0.0350714825040251	-0.0507685168157584	-0.0301482668934134	-0.0196450454811868	0.0140217529203919	-6.93279775993716e-05	-0.0137087873707408	0.0733616819237291	-0.0272662048146105	-0.0473929934281482	-0.032741652005088	-0.0350256257877971	-0.0309337050668156	-0.0468926140584891	-0.0262391562796074	-0.0373299616518279	-0.0543715593077356	-0.0416500105903342	-0.0384594894446914	-0.077147290285237	-0.0375413424783615	-0.0107416545451809	0.00353380791294734	-0.0071045803898821	0.0113742174011004	-0.0147519840652406	-0.020829309495478	-0.00607758384961549	0.00613385763231931	0.0200386970288832	-0.0217682435641614	0.0501157286821682	0.01994349677569
GSM1172882	0.112881871413122	0.0540544119437241	0.074527881176736	0.978253529773777	-0.0153435403894027	0.00242304655044463	0.00533302514716553	-0.0298770770338941	-0.0136405971099017	-0.0290655143415297	-0.0545364762922065	-0.0438732134027594	-0.0371750917087084	-0.0350805762775469	-0.0398081568423011	-0.023372203346713	-0.0152713241507043	-0.0177872399839171	-0.0513683192775243	-0.0381782465403254	-0.054012360509143	-0.031542954075755	-0.0248764917887732	-0.0433620375698764	-0.0431325422610779	-0.067163090587621	-0.0389883289154902	-0.0244962314134129	-0.0223431108886485	-0.00683732333567221	-0.0320825118741103	0.119245115438977	0.0051027638161455	-0.0700177165570678	-0.0328689202404287	-0.0625859095653876	-0.0325495387990829	-0.0659862326634241	-0.0605070563278302	-0.0719307095395576	-0.126240671101522	-0.0466508529228901	-0.0715642160185569	-0.103315560250882	-0.0479827286347264	-0.0711125521755432	-0.0278027708109575	-0.040637813054241	-0.0270292147161171	-0.0247201600442054	-0.0557273181154803	-0.0280361526988344	0.0195107877110359	-0.0365085720208019	-0.055495726538675	-0.054249312879761	-0.154150090666578
GSM1172883	0.060191427976867	0.0404257016267472	0.965325964587028	0.0462933995912339	-0.0149306298458561	0.0283935958677036	0.00735935163953256	-0.0189167717801003	0.000790027106342668	-0.0351310619213267	-0.0453378315553563	-0.0398101526971598	-0.0333951375606663	-0.0324833756214357	-0.0352949214878114	0.00843859105150522	-0.018731506763868	-0.0196997400940476	-0.0429470911401954	-0.0414028147121852	-0.0493304583538957	-0.0295977360611159	-0.0245873751334126	-0.0444115595911509	-0.0447577203455518	-0.0882677930705615	-0.0421725766257039	-0.0307481072854138	-0.0180353821268262	-0.0047663831048369	-0.031362762055271	0.0181093408308762	-0.0561083067815554	-0.0490437701570287	-0.0325963315598605	-0.0480961700041059	-0.0329519861494094	-0.0389182682416762	-0.0591217803125275	-0.0574518617579977	-0.100127844886222	-0.0423143834089246	-0.0638425094680332	-0.0800750341621542	-0.0371048235977465	-0.0536164144673697	-0.0124308559490598	-0.012386901261084	0.0233515181318272	-0.0232696262598311	-0.0539574414462818	-0.0119596983841184	0.00563823858616778	0.000419527087348597	-0.00787741007129104	-0.0396709409883215	-0.123387226079993
GSM1172884	0.0398215199744528	0.00657552302967205	0.0222163763797768	0.0135773914468569	-0.0136234673526573	-0.00499140644264755	-0.0232943586144463	-0.00757817690549465	-0.0158777036280719	-0.0491457013111305	-0.0405164826627095	-0.0716080551518261	-0.0281426738621363	-0.0205280366752476	-0.0222368836942447	-0.04995563559785	-0.0430183993841601	-0.0410268789344971	-0.0449410904089026	-0.0507112033378537	-0.0477964536960543	-0.0479435026005692	-0.0188265915408998	-0.0455306507887817	-0.0395073763675532	-0.120235479411406	-0.0385976046684367	-0.0407827732846805	-0.0540087915053216	-0.0355834213727439	-0.0563305438094561	-0.0974087409787897	-0.165305242120279	-0.0569781461399872	-0.0277797168724159	-0.0194340403692928	-0.0585274423290372	-0.0563555140171711	-0.0353278940952284	-0.0301114853968699	-0.0919182909264551	-0.0399347412759849	-0.0430328517898008	-0.0643937217147385	-0.0323252872312156	-0.0288456050114193	-0.0465910598043757	-0.0262524281449941	0.000609637528313214	-0.00778779633196852	-0.0130787452691106	0.00820662550105261	0.982963769443198	0.0543898755367021	0.00251372605653665	0.193356534192943	0.00823789641636113
GSM1172885	-0.0390554833407402	-0.0423366310884001	-0.0385272840052392	-0.0155440276813272	-0.0186546404646488	-0.0355800176591693	-0.0299635000029493	-0.0229926570656317	-0.0296908400177567	0.972363267876582	0.062921227179568	0.0016563831225486	-0.0268111489754963	-0.0156880793136527	-0.0306831971064179	-0.0331991957430295	-0.00730406490687862	-0.00549180954658168	-0.00307091185056811	0.00879027557406713	-0.00580959252549525	-0.00413896105101256	-0.00982820445105212	0.00164473121433698	0.00433327607488619	0.0342820191027298	0.0223763543491528	-0.0102840069409045	-0.00750340834655154	-0.0217016969280681	0.0391591656252928	0.0610607668646561	0.133623563411295	0.00281265472871745	0.0230697935777476	-0.0393336054008596	-0.0201893115658815	-0.0284960781159518	-0.0160982013597942	-0.025641639842757	-0.0363944769712428	-0.00599231138690266	-0.0178723085793268	0.000462661608372747	-0.0265301263270109	-0.0384974554465147	-0.0276757797266422	-0.0360963700025949	-0.0572682488245411	-0.0314351368158326	-0.0301683736481693	-0.0386093920238482	-0.0366399676464863	-0.069742796256349	-0.0553567839450501	-0.138384300906122	0.00185862463009804
GSM1172886	-0.000565495599550949	0.0463453856659691	-0.00981900529617386	0.0414110710340039	-0.00717002076937992	-0.0134761804941746	0.0227966066164247	0.0085302586320145	-0.0122834706305566	0.0183539017602309	0.0522892038517692	0.0190998820055268	0.0206431918409974	0.0668383241875826	0.0315801152317863	0.000911011181862368	-0.00295971254187182	0.0412259225816146	0.0436160761575295	0.0369648381617272	0.0523870878980696	0.0470893010704035	0.0214450716309093	0.975273950462743	0.0629091928338207	0.339500052747482	0.0571083425700895	0.037935464252347	0.0169573248423879	0.00846432949958764	0.0222957431041977	0.0753158115224895	0.221266446465352	0.085596394648608	0.00627441801132331	-0.0242177028476919	0.00899770603527289	0.0148477081731418	0.0173581609541799	-0.00952119340740301	0.0257055793229731	0.00569584593693139	0.0179509570980105	0.0157314582345302	-0.00492330014231747	0.00301411340801865	0.0037084686510718	-0.00893907306902533	-0.0265813730026065	0.00855821302148093	0.0216506066337899	-0.00391695797669933	-0.0175757919026907	-0.0813456635682061	0.0159801130424727	-0.0838115216658963	-0.132333529936862
GSM1172888	-0.0268816462315453	-0.038184441423977	-0.0317446580946837	-0.0301291165018241	-0.00850946391884417	-0.0248546559010541	-0.0361844839606038	-0.0237570502935206	-0.0245614483977978	-0.0405198562780441	-0.00730142255879429	-0.0338927769407052	-0.0215841703966218	-0.00766830232088038	0.000405872931408493	-0.0187081142465508	-0.0282633816527318	-0.0329048913784206	-0.0364796989905731	-0.0310075356033627	-0.0207759276527238	-0.0378884489881442	-0.0236708718711955	-0.0245237814324303	-0.0229089425561036	-0.0787165598827561	-0.0296888229979363	-0.0239993508101471	-0.0271287889531035	-0.0427559785944131	-0.0571587657797624	-0.14603060537251	-0.154126420492463	-0.0231652804887327	-0.0234658183742458	0.0054259622893891	-0.0255310670932621	0.0102925655543747	-0.00217731358855779	0.00725275120149256	0.0566212256254203	-0.0278862302093248	0.00670563546741901	0.00272232178571953	-0.00610185855512058	0.0276621682808999	-0.0360667747711415	-0.0110065951825337	0.0214309901470441	-0.0100740623657007	0.976108246765283	-0.010756934393755	-0.013259745124651	0.0361586191287949	0.0179965401620899	0.199021794566101	0.205204879943089
GSM1172889	-0.0182643585122825	-0.00369240456801597	-0.00716673108279841	-0.0074881048799393	-0.00356812140002173	0.0165307165607605	0.970680688221907	0.0144621465718363	0.0390763555822495	0.00114790997557108	-0.0464134229438763	-0.0136308892639981	-0.0196355423874448	-0.0296235415726679	-0.0333526603372162	-0.00280529166841254	-0.00524525608742485	0.0176755214524814	-0.0413646155018047	-0.0312500274959582	-0.0462663818579605	-0.0257034632419595	-0.0224151589737862	-0.0355508583555346	-0.0336919624566003	-0.0566814872476223	-0.00849599626728782	-0.0240037718757566	0.000825066733486824	0.0472417523806141	-0.00108162377750342	0.266794472026913	0.0335745149583293	-0.0620511488227694	-0.0368878535557417	-0.0613693220259531	-0.0175309964601094	-0.0528627027391233	-0.0496279290928068	-0.0732403505565603	-0.119100168659509	-0.049010807492914	-0.0578785345142106	-0.0895922717041002	-0.044141227785869	-0.0579362820141056	-0.0150688273649862	-0.0214207800257323	-0.00489198944489775	-0.045324091352715	-0.0461086350135487	-0.0157705147130533	-0.0170105320308769	0.00134323560421633	-0.023912475554559	-0.0159565778906528	-0.114851702975292
GSM1172890	-0.0424595482926614	-0.0311039055685023	-0.0360342578789293	-0.0156795227955822	-0.0352606517596002	-0.036997239366447	-0.0438518323605032	-0.023618388192663	-0.0447174277455076	-0.0107142929869033	0.00393935206919823	-0.00519972022098609	-0.0161000079734779	-0.0244260449723361	-0.0286325917625478	-0.0383505322406631	-0.0498803092064631	-0.0321245640710278	-0.000898694982298647	-0.00525442280852119	-0.00960759817573648	-0.0185567401938148	-0.0192902851552918	-0.00537893999858838	-0.0165706345695682	-0.0619303352028687	-0.00517608101803301	-0.0178641912453656	-0.0341730660362146	-0.048430143529293	0.00310089908730407	-0.165820458390489	-0.107185037160428	0.0380301514503361	-0.00304183697564871	0.00716179129154194	-0.0358185268730238	0.0212601426802801	0.0246706286289449	0.0829072313951314	0.364714747823469	0.980437318220422	0.0220323877468575	0.0546234897633747	-0.00537254351418354	-0.00915639153804738	-0.0443969858583321	-0.0256138452722094	-0.00992187733697129	-0.0197148020965381	0.0119359457828226	-0.0204926739236688	-0.00646691045597846	-0.00501101195156064	-0.000833752993534637	0.0764052989318981	0.13957228674074
GSM1172893	-0.00826165635512662	-0.0195107509869091	-7.83108004552853e-05	-0.01991779508466	-0.0232616227259393	0.0659966650641259	-0.0218456506574694	-0.0123823670081528	0.0148409352397705	-0.0379712266054017	-0.0274245694782074	-0.0361878673571952	-0.0229462957039505	-0.00669012122139377	-0.0240834981278146	0.0085202351150411	-0.0353823592426351	-0.0163652531823364	-0.0276845311317272	-0.0322604838338604	-0.0336761641149446	-0.0392009173527782	-0.0210293797520022	-0.0287699345240738	-0.0402596826046129	-0.0953814685202305	-0.0326029022440241	-0.0153896536926359	0.00354767111435218	-0.0131396031399637	-0.0335644922708228	-0.0198133918725236	-0.0455482982127853	-0.0349858634160986	-0.0274645519339687	-0.0157098526188484	-0.0218471520604208	-0.0121789194581713	0.00569706379808852	-0.0202846361250674	0.0523781464796401	-0.0308228957159776	-0.0162544873401504	-0.0211967156241269	-0.0180903449772047	0.0872034931665784	0.130836544415277	0.977156442607283	-0.019633030371086	-0.00306686637312544	-0.00832175689021943	-0.0181161671922112	-0.00593769807394916	0.0127150217991496	0.0379754997085316	0.329439282587304	0.108577624212742
GSM1172895	-0.0443709186250583	-0.0387164042912865	-0.0537947541014624	-0.0248403503936721	-0.0369509140484009	-0.0557518127184473	-0.0359011258335262	-0.0381656801409822	-0.0519984328289233	-0.0257752564965222	-0.0500669381736223	-0.0092658279716591	-0.0419612591757909	-0.042840660032234	-0.047452162124554	-0.0419144850995089	-0.024983285754582	-0.0073248506491518	-0.0416186925669126	-0.0204081761757838	-0.0461173825595826	-0.0382901471938662	-0.0334638784541589	-0.0425471153172388	-0.0386730554329245	-0.0689437410448742	-0.0184978631820294	-0.0245448717623908	-0.0387886459543468	-0.0420978028810095	-0.010136667299718	0.0763419066533206	0.0344014326901034	-0.0248991629144115	-0.0341747780961839	0.177084112099398	0.971039738366713	-0.0363389799929161	-0.00933612801723713	-0.0262255820697212	0.00086397232680624	-0.0139861838009007	-0.0171488179104398	-0.021122234082019	-0.0293667829880709	-0.0434396991546506	-0.0203548500789133	-0.0327956002302255	-0.0496400297621967	-0.0459101943414276	-0.0423800224890677	-0.0463124519066953	-0.0410193240629226	-0.0773934105217951	-0.07001827237624	-0.103172705764662	0.0241504238671747
GSM1172896	-0.0294490289602628	-0.0246307682920369	-0.0161062722714977	-0.0280665360029552	-0.0315544753321925	-0.016755439481839	-0.022155189678796	-0.0059750243939737	0.0336955867895382	-0.0455161969053432	0.0054521600225309	-0.0487904903879975	-0.00921398931921335	-0.0185164407039176	-0.0326768998850682	-0.0403780715724785	-0.0583991499430777	-0.0485090267706579	-0.0393016834201688	-0.0432558815823597	-0.0368146238979688	-0.048187308969416	-0.0221487406350786	-0.0291496593973648	-0.031251814720205	-0.0557104541399563	-0.0289285270349014	-0.041131330691968	-0.0315192453060869	-0.00927760897414901	-0.0623955724600384	-0.15922588204092	-0.167342597602779	-0.0410250864201516	-0.0177505532178982	-0.0318733372897998	-0.0574768714655664	-0.00596386960283206	-0.0188345253694102	-0.0235129685307761	0.00570026837392942	-0.0192723034369334	-0.0335835804771524	-0.0222379441491783	-0.0277020848641697	0.00910245534843124	0.0238406379414349	0.00682888197198314	-0.000899941423162669	-0.000632125030691066	-0.0232974095276062	-0.000692147802356229	0.0218136525937898	-0.00880595325698019	0.968817133397289	0.427972140055225	0.11953464105034
