genes	GOcats
GRMZM2G016660	GO:0004674
GRMZM2G016660	GO:0005524
GRMZM2G016660	GO:0006468
GRMZM2G016668	GO:0005515
GRMZM2G016668	GO:0008270
GRMZM2G016671	GO:0004672
GRMZM2G016671	GO:0004674
GRMZM2G016671	GO:0005524
GRMZM2G016671	GO:0006468
GRMZM2G016677	GO:0005509
GRMZM2G016677	GO:0009654
GRMZM2G016677	GO:0015979
GRMZM2G016677	GO:0019898
GRMZM2G016693	GO:0008270
GRMZM2G016734	GO:0031072
GRMZM2G016744	GO:0005622
GRMZM2G016744	GO:0008270
GRMZM2G016749	GO:0003824
GRMZM2G016756	GO:0005634
GRMZM2G016756	GO:0030528
GRMZM2G016756	GO:0045449
GRMZM2G016774	GO:0003824
GRMZM2G016774	GO:0008152
GRMZM2G016776	GO:0008270
GRMZM2G016802	GO:0000166
GRMZM2G016802	GO:0005524
GRMZM2G016802	GO:0006915
GRMZM2G016802	GO:0006952
GRMZM2G016802	GO:0017111
GRMZM2G016805	GO:0004872
GRMZM2G016805	GO:0007275
GRMZM2G016805	GO:0008270
GRMZM2G016805	GO:0016020
GRMZM2G016810	GO:0003777
GRMZM2G016810	GO:0005524
GRMZM2G016810	GO:0007018
GRMZM2G016810	GO:0016787
GRMZM2G016817	GO:0005515
GRMZM2G016817	GO:0008270
GRMZM2G016819	GO:0004221
GRMZM2G016819	GO:0005622
GRMZM2G016819	GO:0006511
GRMZM2G016836	GO:0003824
GRMZM2G016836	GO:0003854
GRMZM2G016836	GO:0006694
GRMZM2G016836	GO:0008152
GRMZM2G016836	GO:0016491
GRMZM2G016836	GO:0044237
GRMZM2G016836	GO:0050662
GRMZM2G016836	GO:0055114
GRMZM2G016858	GO:0004871
GRMZM2G016858	GO:0007186
GRMZM2G016858	GO:0008270
GRMZM2G016858	GO:0019001
GRMZM2G016878	GO:0005515
GRMZM2G016890	GO:0004553
GRMZM2G016890	GO:0005975
GRMZM2G016922	GO:0000287
GRMZM2G016922	GO:0008152
GRMZM2G016922	GO:0016829
GRMZM2G016928	GO:0003735
GRMZM2G016928	GO:0005622
GRMZM2G016928	GO:0005840
GRMZM2G016928	GO:0006412
GRMZM2G016930	GO:0016787
GRMZM2G016939	GO:0004672
GRMZM2G016939	GO:0004674
GRMZM2G016939	GO:0005524
GRMZM2G016939	GO:0006468
GRMZM2G016958	GO:0005515
GRMZM2G016958	GO:0008152
GRMZM2G016958	GO:0016787
GRMZM2G016994	GO:0005737
GRMZM2G016994	GO:0006084
GRMZM2G016994	GO:0008814
GRMZM2G016994	GO:0009346
GRMZM2G017013	GO:0003735
GRMZM2G017013	GO:0005515
GRMZM2G017013	GO:0005622
GRMZM2G017013	GO:0005840
GRMZM2G017013	GO:0006412
GRMZM2G017013	GO:0006915
GRMZM2G017022	GO:0004672
GRMZM2G017022	GO:0004674
GRMZM2G017022	GO:0005515
GRMZM2G017022	GO:0005524
GRMZM2G017022	GO:0006468
GRMZM2G017047	GO:0055085
GRMZM2G017068	GO:0005506
GRMZM2G017068	GO:0016165
GRMZM2G017068	GO:0016702
GRMZM2G017068	GO:0046872
GRMZM2G017068	GO:0055114
GRMZM2G017080	GO:0003824
GRMZM2G017081	GO:0005634
GRMZM2G017086	GO:0004221
GRMZM2G017086	GO:0006511
GRMZM2G017087	GO:0003677
GRMZM2G017087	GO:0003700
GRMZM2G017087	GO:0005634
GRMZM2G017087	GO:0006355
GRMZM2G017087	GO:0030528
GRMZM2G017087	GO:0043565
GRMZM2G017091	GO:0003677
GRMZM2G017091	GO:0005634
GRMZM2G017110	GO:0004351
GRMZM2G017110	GO:0006536
GRMZM2G017110	GO:0016831
GRMZM2G017110	GO:0019752
GRMZM2G017110	GO:0030170
GRMZM2G017137	GO:0004672
GRMZM2G017137	GO:0004674
GRMZM2G017137	GO:0005524
GRMZM2G017137	GO:0006468
GRMZM2G017142	GO:0005515
GRMZM2G017142	GO:0008270
GRMZM2G017145	GO:0005634
GRMZM2G017145	GO:0030528
GRMZM2G017145	GO:0045449
GRMZM2G017148	GO:0003743
GRMZM2G017148	GO:0006413
GRMZM2G017157	GO:0004672
GRMZM2G017157	GO:0004674
GRMZM2G017157	GO:0005524
GRMZM2G017157	GO:0006468
GRMZM2G017164	GO:0004672
GRMZM2G017164	GO:0004674
GRMZM2G017164	GO:0005524
GRMZM2G017164	GO:0005529
GRMZM2G017164	GO:0006468
GRMZM2G017186	GO:0004553
GRMZM2G017186	GO:0005975
GRMZM2G017187	GO:0003677
GRMZM2G017187	GO:0005634
GRMZM2G017187	GO:0006355
GRMZM2G017187	GO:0009725
GRMZM2G017187	GO:0045449
GRMZM2G017193	GO:0004499
GRMZM2G017193	GO:0016491
GRMZM2G017193	GO:0050660
GRMZM2G017193	GO:0050661
GRMZM2G017193	GO:0055114
GRMZM2G017223	GO:0003993
GRMZM2G017237	GO:0004437
GRMZM2G017254	GO:0003677
GRMZM2G017254	GO:0003918
GRMZM2G017254	GO:0005524
GRMZM2G017254	GO:0005694
GRMZM2G017254	GO:0006265
GRMZM2G017257	GO:0003777
GRMZM2G017257	GO:0004807
GRMZM2G017257	GO:0005524
GRMZM2G017257	GO:0007018
GRMZM2G017257	GO:0008152
GRMZM2G017268	GO:0003677
GRMZM2G017269	GO:0005488
GRMZM2G017285	GO:0003824
GRMZM2G017285	GO:0003854
GRMZM2G017285	GO:0006694
GRMZM2G017285	GO:0009058
GRMZM2G017285	GO:0044237
GRMZM2G017285	GO:0050662
GRMZM2G017290	GO:0009538
GRMZM2G017290	GO:0015979
GRMZM2G017296	GO:0008152
GRMZM2G017296	GO:0008168
GRMZM2G017298	GO:0003676
GRMZM2G017298	GO:0008270
GRMZM2G017299	GO:0000105
GRMZM2G017299	GO:0003824
GRMZM2G017299	GO:0005737
GRMZM2G017299	GO:0006541
GRMZM2G017299	GO:0009058
GRMZM2G017299	GO:0009236
GRMZM2G017299	GO:0016763
GRMZM2G017305	GO:0000166
GRMZM2G017305	GO:0005524
GRMZM2G017305	GO:0006139
GRMZM2G017305	GO:0017111
GRMZM2G017305	GO:0019205
GRMZM2G017319	GO:0003735
GRMZM2G017319	GO:0005622
GRMZM2G017319	GO:0005840
GRMZM2G017319	GO:0006412
GRMZM2G017319	GO:0042309
GRMZM2G017319	GO:0050825
GRMZM2G017319	GO:0050826
GRMZM2G017329	GO:0005484
GRMZM2G017329	GO:0005515
GRMZM2G017329	GO:0006886
GRMZM2G017329	GO:0016020
GRMZM2G017329	GO:0016021
GRMZM2G017329	GO:0016192
GRMZM2G017334	GO:0000166
GRMZM2G017334	GO:0017111
GRMZM2G017349	GO:0003676
GRMZM2G017349	GO:0005634
GRMZM2G017349	GO:0008168
GRMZM2G017349	GO:0030528
GRMZM2G017349	GO:0032259
GRMZM2G017349	GO:0045449
GRMZM2G017365	GO:0006812
GRMZM2G017365	GO:0008324
GRMZM2G017365	GO:0016020
GRMZM2G017365	GO:0055085
GRMZM2G017386	GO:0004672
GRMZM2G017386	GO:0004674
GRMZM2G017386	GO:0005524
GRMZM2G017386	GO:0006468
GRMZM2G017388	GO:0005524
GRMZM2G017388	GO:0006139
GRMZM2G017388	GO:0016020
GRMZM2G017388	GO:0016021
GRMZM2G017388	GO:0019205
GRMZM2G017388	GO:0055085
GRMZM2G017397	GO:0005515
GRMZM2G017397	GO:0008270
GRMZM2G017404	GO:0005515
GRMZM2G017405	GO:0005524
GRMZM2G017405	GO:0009029
GRMZM2G017405	GO:0009245
GRMZM2G017409	GO:0004672
GRMZM2G017409	GO:0004674
GRMZM2G017409	GO:0005515
GRMZM2G017409	GO:0005524
GRMZM2G017409	GO:0006468
GRMZM2G017411	GO:0006457
GRMZM2G017411	GO:0031072
GRMZM2G017411	GO:0051082
GRMZM2G017414	GO:0005634
GRMZM2G017414	GO:0030528
GRMZM2G017414	GO:0045449
GRMZM2G017414	GO:0046872
GRMZM2G017419	GO:0045454
GRMZM2G017421	GO:0005488
GRMZM2G017421	GO:0005515
GRMZM2G017421	GO:0005794
GRMZM2G017421	GO:0006886
GRMZM2G017421	GO:0008565
GRMZM2G017421	GO:0015031
GRMZM2G017421	GO:0016192
GRMZM2G017421	GO:0030117
GRMZM2G017421	GO:0030131
GRMZM2G017470	GO:0003677
GRMZM2G017470	GO:0008270
GRMZM2G017470	GO:0045449
GRMZM2G017486	GO:0005515
GRMZM2G017520	GO:0000166
GRMZM2G017520	GO:0003677
GRMZM2G017520	GO:0004820
GRMZM2G017520	GO:0005524
GRMZM2G017520	GO:0005737
GRMZM2G017520	GO:0006412
GRMZM2G017520	GO:0006426
GRMZM2G017522	GO:0004672
GRMZM2G017522	GO:0004674
GRMZM2G017522	GO:0005524
GRMZM2G017522	GO:0006468
GRMZM2G017532	GO:0016787
GRMZM2G017537	GO:0006357
GRMZM2G017537	GO:0016455
GRMZM2G017537	GO:0016592
GRMZM2G017550	GO:0006071
GRMZM2G017550	GO:0006629
GRMZM2G017550	GO:0008081
GRMZM2G017550	GO:0008889
GRMZM2G017555	GO:0003872
GRMZM2G017555	GO:0004857
GRMZM2G017555	GO:0005618
GRMZM2G017555	GO:0005945
GRMZM2G017555	GO:0006096
GRMZM2G017555	GO:0030599
GRMZM2G017555	GO:0042545
GRMZM2G017555	GO:0043087
GRMZM2G017557	GO:0004672
GRMZM2G017557	GO:0005524
GRMZM2G017557	GO:0006468
GRMZM2G017557	GO:0008168
GRMZM2G017557	GO:0008171
GRMZM2G017557	GO:0046983
GRMZM2G017578	GO:0004540
GRMZM2G017578	GO:0008033
GRMZM2G017580	GO:0046983
GRMZM2G017586	GO:0005634
GRMZM2G017586	GO:0030528
GRMZM2G017586	GO:0045449
GRMZM2G017593	GO:0004601
GRMZM2G017593	GO:0006979
GRMZM2G017593	GO:0020037
GRMZM2G017593	GO:0055114
GRMZM2G017603	GO:0005524
GRMZM2G017603	GO:0006915
GRMZM2G017603	GO:0006952
GRMZM2G017606	GO:0016068
GRMZM2G017616	GO:0005506
GRMZM2G017616	GO:0016165
GRMZM2G017616	GO:0016702
GRMZM2G017616	GO:0046872
GRMZM2G017616	GO:0055114
GRMZM2G017636	GO:0005515
GRMZM2G017636	GO:0008270
GRMZM2G017643	GO:0016020
GRMZM2G017643	GO:0051260
GRMZM2G017654	GO:0004672
GRMZM2G017654	GO:0004674
GRMZM2G017654	GO:0005488
GRMZM2G017654	GO:0005524
GRMZM2G017654	GO:0006468
GRMZM2G017671	GO:0000166
GRMZM2G017671	GO:0003824
GRMZM2G017671	GO:0004812
GRMZM2G017671	GO:0004821
GRMZM2G017671	GO:0005524
GRMZM2G017671	GO:0005737
GRMZM2G017671	GO:0006412
GRMZM2G017671	GO:0006418
GRMZM2G017671	GO:0006427
GRMZM2G017671	GO:0016068
GRMZM2G017671	GO:0042309
GRMZM2G017671	GO:0050825
GRMZM2G017671	GO:0050826
GRMZM2G017678	GO:0003824
GRMZM2G017678	GO:0003854
GRMZM2G017678	GO:0005975
GRMZM2G017678	GO:0006694
GRMZM2G017678	GO:0008152
GRMZM2G017678	GO:0008831
GRMZM2G017678	GO:0016491
GRMZM2G017678	GO:0016857
GRMZM2G017678	GO:0031177
GRMZM2G017678	GO:0044237
GRMZM2G017678	GO:0045226
GRMZM2G017678	GO:0050662
GRMZM2G017730	GO:0004497
GRMZM2G017730	GO:0004499
GRMZM2G017730	GO:0005506
GRMZM2G017730	GO:0005524
GRMZM2G017730	GO:0009055
GRMZM2G017730	GO:0020037
GRMZM2G017730	GO:0050660
GRMZM2G017730	GO:0050661
GRMZM2G017730	GO:0055114
GRMZM2G017789	GO:0004221
GRMZM2G017789	GO:0005164
GRMZM2G017789	GO:0005622
GRMZM2G017789	GO:0006511
GRMZM2G017789	GO:0006955
GRMZM2G017789	GO:0016020
GRMZM2G017792	GO:0004672
GRMZM2G017792	GO:0004674
GRMZM2G017792	GO:0004707
GRMZM2G017792	GO:0005524
GRMZM2G017792	GO:0006468
GRMZM2G017804	GO:0003824
GRMZM2G017804	GO:0004252
GRMZM2G017804	GO:0005515
GRMZM2G017804	GO:0006508
GRMZM2G017804	GO:0008236
GRMZM2G017805	GO:0005515
GRMZM2G017831	GO:0003743
GRMZM2G017831	GO:0005515
GRMZM2G017831	GO:0006352
GRMZM2G017831	GO:0006355
GRMZM2G017831	GO:0006413
GRMZM2G017831	GO:0008270
GRMZM2G017831	GO:0030528
GRMZM2G017835	GO:0004672
GRMZM2G017835	GO:0004674
GRMZM2G017835	GO:0005524
GRMZM2G017835	GO:0006468
GRMZM2G017845	GO:0008270
GRMZM2G017847	GO:0005515
GRMZM2G017847	GO:0005524
GRMZM2G017852	GO:0000151
GRMZM2G017852	GO:0004842
GRMZM2G017852	GO:0005488
GRMZM2G017852	GO:0016567
GRMZM2G017865	GO:0005737
GRMZM2G017865	GO:0031424
GRMZM2G017868	GO:0016787
GRMZM2G017869	GO:0006629
GRMZM2G017869	GO:0016788
GRMZM2G017872	GO:0006835
GRMZM2G017872	GO:0016020
GRMZM2G017872	GO:0017153
GRMZM2G017874	GO:0046983
GRMZM2G017894	GO:0016757
GRMZM2G017915	GO:0008898
GRMZM2G017923	GO:0001503
GRMZM2G017923	GO:0003676
GRMZM2G017923	GO:0005622
GRMZM2G017923	GO:0007155
GRMZM2G017923	GO:0008270
GRMZM2G017941	GO:0042309
GRMZM2G017941	GO:0050825
GRMZM2G017941	GO:0050826
GRMZM2G017944	GO:0003676
GRMZM2G017957	GO:0003697
GRMZM2G017957	GO:0003723
GRMZM2G017957	GO:0003735
GRMZM2G017957	GO:0005524
GRMZM2G017957	GO:0005622
GRMZM2G017957	GO:0005840
GRMZM2G017957	GO:0006281
GRMZM2G017957	GO:0006412
GRMZM2G017957	GO:0015935
GRMZM2G017961	GO:0004176
GRMZM2G017961	GO:0004252
GRMZM2G017961	GO:0005524
GRMZM2G017961	GO:0006508
GRMZM2G017966	GO:0003743
GRMZM2G017966	GO:0006413
GRMZM2G017982	GO:0016787
GRMZM2G018006	GO:0003824
GRMZM2G018006	GO:0009058
GRMZM2G018006	GO:0016769
GRMZM2G018006	GO:0016847
GRMZM2G018006	GO:0030170
GRMZM2G018018	GO:0015520
GRMZM2G018018	GO:0015904
GRMZM2G018018	GO:0016021
GRMZM2G018018	GO:0046677
GRMZM2G018018	GO:0055085
GRMZM2G018020	GO:0003676
GRMZM2G018022	GO:0008152
GRMZM2G018022	GO:0016779
GRMZM2G018024	GO:0003677
GRMZM2G018037	GO:0004022
GRMZM2G018037	GO:0008152
GRMZM2G018037	GO:0016491
GRMZM2G018037	GO:0055114
GRMZM2G018044	GO:0004190
GRMZM2G018044	GO:0006508
GRMZM2G018046	GO:0004811
GRMZM2G018046	GO:0005524
GRMZM2G018046	GO:0008033
GRMZM2G018048	GO:0003677
GRMZM2G018059	GO:0000151
GRMZM2G018059	GO:0004672
GRMZM2G018059	GO:0004674
GRMZM2G018059	GO:0004842
GRMZM2G018059	GO:0005524
GRMZM2G018059	GO:0006468
GRMZM2G018059	GO:0016567
GRMZM2G018068	GO:0003777
GRMZM2G018068	GO:0005524
GRMZM2G018068	GO:0007018
GRMZM2G018070	GO:0005515
GRMZM2G018070	GO:0008270
GRMZM2G018074	GO:0000166
GRMZM2G018074	GO:0005524
GRMZM2G018074	GO:0016887
GRMZM2G018074	GO:0017111
GRMZM2G018080	GO:0001522
GRMZM2G018080	GO:0003723
GRMZM2G018080	GO:0009451
GRMZM2G018080	GO:0009982
GRMZM2G018082	GO:0008152
GRMZM2G018082	GO:0016491
GRMZM2G018082	GO:0055114
GRMZM2G018103	GO:0016020
GRMZM2G018105	GO:0006629
GRMZM2G018105	GO:0016788
GRMZM2G018108	GO:0004190
GRMZM2G018108	GO:0006508
GRMZM2G018126	GO:0016021
GRMZM2G018138	GO:0003677
GRMZM2G018138	GO:0003700
GRMZM2G018138	GO:0006355
GRMZM2G018148	GO:0055085
GRMZM2G018177	GO:0004807
GRMZM2G018177	GO:0008152
GRMZM2G018180	GO:0004181
GRMZM2G018180	GO:0006508
GRMZM2G018180	GO:0008270
GRMZM2G018197	GO:0003735
GRMZM2G018197	GO:0005622
GRMZM2G018197	GO:0005840
GRMZM2G018197	GO:0006412
GRMZM2G018212	GO:0003677
GRMZM2G018212	GO:0004879
GRMZM2G018212	GO:0005634
GRMZM2G018212	GO:0006355
GRMZM2G018223	GO:0004553
GRMZM2G018223	GO:0005975
GRMZM2G018228	GO:0003735
GRMZM2G018228	GO:0005622
GRMZM2G018228	GO:0005840
GRMZM2G018228	GO:0006412
GRMZM2G018238	GO:0004044
GRMZM2G018238	GO:0008152
GRMZM2G018238	GO:0009113
GRMZM2G018238	GO:0009116
GRMZM2G018241	GO:0005515
GRMZM2G018241	GO:0008270
GRMZM2G018241	GO:0016020
GRMZM2G018241	GO:0016760
GRMZM2G018241	GO:0030244
GRMZM2G018251	GO:0004022
GRMZM2G018251	GO:0008152
GRMZM2G018251	GO:0016491
GRMZM2G018251	GO:0055114
GRMZM2G018280	GO:0004672
GRMZM2G018280	GO:0004674
GRMZM2G018280	GO:0005524
GRMZM2G018280	GO:0006468
GRMZM2G018281	GO:0005215
GRMZM2G018281	GO:0006810
GRMZM2G018281	GO:0016020
GRMZM2G018281	GO:0016021
GRMZM2G018281	GO:0022891
GRMZM2G018281	GO:0055085
GRMZM2G018336	GO:0003677
GRMZM2G018336	GO:0004879
GRMZM2G018336	GO:0005634
GRMZM2G018336	GO:0006355
GRMZM2G018356	GO:0016787
GRMZM2G018366	GO:0003677
GRMZM2G018366	GO:0004879
GRMZM2G018366	GO:0005634
GRMZM2G018366	GO:0006355
GRMZM2G018372	GO:0004672
GRMZM2G018372	GO:0004674
GRMZM2G018372	GO:0005524
GRMZM2G018372	GO:0006468
GRMZM2G018375	GO:0009228
GRMZM2G018375	GO:0016491
GRMZM2G018398	GO:0003677
GRMZM2G018398	GO:0003700
GRMZM2G018398	GO:0006355
GRMZM2G018403	GO:0003723
GRMZM2G018403	GO:0003735
GRMZM2G018403	GO:0005622
GRMZM2G018403	GO:0005840
GRMZM2G018403	GO:0006412
GRMZM2G018407	GO:0003676
GRMZM2G018414	GO:0005524
GRMZM2G018414	GO:0005634
GRMZM2G018414	GO:0016818
GRMZM2G018414	GO:0045449
GRMZM2G018416	GO:0006071
GRMZM2G018416	GO:0006629
GRMZM2G018416	GO:0008081
GRMZM2G018416	GO:0008889
GRMZM2G018417	GO:0005741
GRMZM2G018417	GO:0006820
GRMZM2G018417	GO:0008308
GRMZM2G018417	GO:0055085
GRMZM2G018436	GO:0003677
GRMZM2G018436	GO:0045449
GRMZM2G018441	GO:0003824
GRMZM2G018441	GO:0008152
GRMZM2G018441	GO:0016787
GRMZM2G018441	GO:0016791
GRMZM2G018447	GO:0006464
GRMZM2G018447	GO:0015031
GRMZM2G018447	GO:0019787
GRMZM2G018447	GO:0043687
GRMZM2G018447	GO:0051246
GRMZM2G018464	GO:0005634
GRMZM2G018472	GO:0005634
GRMZM2G018472	GO:0030528
GRMZM2G018472	GO:0045449
GRMZM2G018484	GO:0010277
GRMZM2G018484	GO:0016491
GRMZM2G018484	GO:0042309
GRMZM2G018484	GO:0050825
GRMZM2G018484	GO:0050826
GRMZM2G018484	GO:0051537
GRMZM2G018484	GO:0055114
GRMZM2G018485	GO:0003677
GRMZM2G018485	GO:0003735
GRMZM2G018485	GO:0005622
GRMZM2G018485	GO:0005840
GRMZM2G018485	GO:0006355
GRMZM2G018485	GO:0006412
GRMZM2G018485	GO:0042309
GRMZM2G018485	GO:0050825
GRMZM2G018485	GO:0050826
GRMZM2G018487	GO:0003700
GRMZM2G018487	GO:0043565
GRMZM2G018487	GO:0045449
GRMZM2G018499	GO:0003700
GRMZM2G018499	GO:0005634
GRMZM2G018499	GO:0006355
GRMZM2G018508	GO:0003690
GRMZM2G018508	GO:0004221
GRMZM2G018508	GO:0006265
GRMZM2G018508	GO:0006511
GRMZM2G018514	GO:0000166
GRMZM2G018514	GO:0004812
GRMZM2G018514	GO:0005524
GRMZM2G018514	GO:0005737
GRMZM2G018514	GO:0006412
GRMZM2G018514	GO:0006418
GRMZM2G018553	GO:0003677
GRMZM2G018553	GO:0045449
GRMZM2G018558	GO:0003677
GRMZM2G018558	GO:0003899
GRMZM2G018558	GO:0004177
GRMZM2G018558	GO:0005622
GRMZM2G018558	GO:0006350
GRMZM2G018558	GO:0006508
GRMZM2G018566	GO:0000287
GRMZM2G018566	GO:0004449
GRMZM2G018566	GO:0005739
GRMZM2G018566	GO:0006099
GRMZM2G018566	GO:0016616
GRMZM2G018566	GO:0051287
GRMZM2G018566	GO:0055114
GRMZM2G018578	GO:0016779
GRMZM2G018586	GO:0006950
GRMZM2G018589	GO:0003700
GRMZM2G018589	GO:0005245
GRMZM2G018589	GO:0005634
GRMZM2G018589	GO:0006355
GRMZM2G018589	GO:0006816
GRMZM2G018589	GO:0016021
GRMZM2G018589	GO:0043565
GRMZM2G018595	GO:0004672
GRMZM2G018595	GO:0004674
GRMZM2G018595	GO:0005524
GRMZM2G018595	GO:0006468
GRMZM2G018595	GO:0030001
GRMZM2G018595	GO:0046872
GRMZM2G018607	GO:0000166
GRMZM2G018607	GO:0005524
GRMZM2G018607	GO:0016887
GRMZM2G018607	GO:0017111
GRMZM2G018612	GO:0004497
GRMZM2G018612	GO:0005506
GRMZM2G018612	GO:0009055
GRMZM2G018612	GO:0020037
GRMZM2G018612	GO:0055114
GRMZM2G018619	GO:0003924
GRMZM2G018619	GO:0004871
GRMZM2G018619	GO:0005515
GRMZM2G018619	GO:0005524
GRMZM2G018619	GO:0005525
GRMZM2G018619	GO:0005622
GRMZM2G018619	GO:0006355
GRMZM2G018619	GO:0006886
GRMZM2G018619	GO:0006913
GRMZM2G018619	GO:0007165
GRMZM2G018619	GO:0007186
GRMZM2G018619	GO:0007264
GRMZM2G018619	GO:0008134
GRMZM2G018619	GO:0015031
GRMZM2G018619	GO:0019001
GRMZM2G018631	GO:0005515
GRMZM2G018631	GO:0008270
GRMZM2G018649	GO:0005215
GRMZM2G018649	GO:0006810
GRMZM2G018649	GO:0016020
GRMZM2G018649	GO:0016021
GRMZM2G018649	GO:0055085
GRMZM2G018664	GO:0009055
GRMZM2G018664	GO:0016020
GRMZM2G018664	GO:0016491
GRMZM2G018664	GO:0022904
GRMZM2G018686	GO:0005634
GRMZM2G018686	GO:0030528
GRMZM2G018686	GO:0045449
GRMZM2G018689	GO:0006412
GRMZM2G018692	GO:0004553
GRMZM2G018692	GO:0005975
GRMZM2G018695	GO:0042309
GRMZM2G018695	GO:0050825
GRMZM2G018695	GO:0050826
GRMZM2G018697	GO:0000166
GRMZM2G018697	GO:0003678
GRMZM2G018697	GO:0005524
GRMZM2G018697	GO:0017111
GRMZM2G018706	GO:0016020
GRMZM2G018706	GO:0030001
GRMZM2G018706	GO:0046873
GRMZM2G018706	GO:0055085
GRMZM2G018716	GO:0004252
GRMZM2G018716	GO:0004553
GRMZM2G018716	GO:0005975
GRMZM2G018716	GO:0006508
GRMZM2G018721	GO:0003700
GRMZM2G018721	GO:0042309
GRMZM2G018721	GO:0043565
GRMZM2G018721	GO:0045449
GRMZM2G018721	GO:0050825
GRMZM2G018721	GO:0050826
GRMZM2G018728	GO:0003824
GRMZM2G018756	GO:0016020
GRMZM2G018770	GO:0003735
GRMZM2G018770	GO:0005622
GRMZM2G018770	GO:0005840
GRMZM2G018770	GO:0006412
GRMZM2G018771	GO:0005506
GRMZM2G018771	GO:0006412
GRMZM2G018771	GO:0042586
GRMZM2G018782	GO:0003677
GRMZM2G018782	GO:0005515
GRMZM2G018782	GO:0005634
GRMZM2G018782	GO:0006350
GRMZM2G018782	GO:0030528
GRMZM2G018786	GO:0003677
GRMZM2G018786	GO:0004879
GRMZM2G018786	GO:0005524
GRMZM2G018786	GO:0005634
GRMZM2G018786	GO:0006355
GRMZM2G018786	GO:0016773
GRMZM2G018793	GO:0003824
GRMZM2G018798	GO:0005515
GRMZM2G018798	GO:0008270
GRMZM2G018800	GO:0005488
GRMZM2G018820	GO:0006071
GRMZM2G018820	GO:0006629
GRMZM2G018820	GO:0008081
GRMZM2G018820	GO:0008889
GRMZM2G018822	GO:0004932
GRMZM2G018822	GO:0016020
GRMZM2G018830	GO:0046983
GRMZM2G018855	GO:0005179
GRMZM2G018855	GO:0005576
GRMZM2G018868	GO:0003746
GRMZM2G018868	GO:0005622
GRMZM2G018868	GO:0006414
GRMZM2G018869	GO:0008375
GRMZM2G018869	GO:0016020
GRMZM2G018876	GO:0005622
GRMZM2G018876	GO:0008270
GRMZM2G018885	GO:0016020
GRMZM2G018885	GO:0023034
GRMZM2G018898	GO:0003676
GRMZM2G018898	GO:0005634
GRMZM2G018926	GO:0005488
GRMZM2G018934	GO:0003677
GRMZM2G018934	GO:0004803
GRMZM2G018934	GO:0006313
GRMZM2G018941	GO:0005743
GRMZM2G018941	GO:0016651
GRMZM2G018941	GO:0022904
GRMZM2G018943	GO:0044237
GRMZM2G018946	GO:0003676
GRMZM2G018947	GO:0000166
GRMZM2G018947	GO:0003676
GRMZM2G018947	GO:0004386
GRMZM2G018947	GO:0005524
GRMZM2G018947	GO:0008026
GRMZM2G018947	GO:0017111
GRMZM2G018950	GO:0004185
GRMZM2G018950	GO:0006508
GRMZM2G018951	GO:0003777
GRMZM2G018951	GO:0005524
GRMZM2G018951	GO:0007018
GRMZM2G018962	GO:0016020
GRMZM2G018970	GO:0003677
GRMZM2G018970	GO:0046983
GRMZM2G018971	GO:0005198
GRMZM2G018971	GO:0005923
GRMZM2G018984	GO:0003677
GRMZM2G018984	GO:0003700
GRMZM2G018984	GO:0006355
GRMZM2G018988	GO:0005515
GRMZM2G018988	GO:0006915
GRMZM2G019006	GO:0005515
GRMZM2G019029	GO:0003824
GRMZM2G019029	GO:0004630
GRMZM2G019029	GO:0005509
GRMZM2G019029	GO:0008152
GRMZM2G019029	GO:0016020
GRMZM2G019029	GO:0046470
GRMZM2G019036	GO:0006519
GRMZM2G019036	GO:0016831
GRMZM2G019050	GO:0000015
GRMZM2G019050	GO:0000287
GRMZM2G019050	GO:0004634
GRMZM2G019050	GO:0006096
GRMZM2G019050	GO:0016068
GRMZM2G019050	GO:0019752
GRMZM2G019050	GO:0046912
GRMZM2G019056	GO:0006457
GRMZM2G019056	GO:0031072
GRMZM2G019056	GO:0051082
GRMZM2G019071	GO:0005215
GRMZM2G019071	GO:0006810
GRMZM2G019071	GO:0016020
GRMZM2G019071	GO:0055085
GRMZM2G019078	GO:0003824
GRMZM2G019085	GO:0005215
GRMZM2G019085	GO:0006810
GRMZM2G019085	GO:0016020
GRMZM2G019085	GO:0055085
GRMZM2G019090	GO:0003824
GRMZM2G019090	GO:0005737
GRMZM2G019090	GO:0009072
GRMZM2G019106	GO:0003677
GRMZM2G019106	GO:0003700
GRMZM2G019106	GO:0005634
GRMZM2G019106	GO:0006351
GRMZM2G019106	GO:0006355
GRMZM2G019106	GO:0043565
GRMZM2G019106	GO:0045449
GRMZM2G019106	GO:0046983
GRMZM2G019119	GO:0003924
GRMZM2G019119	GO:0004871
GRMZM2G019119	GO:0005515
GRMZM2G019119	GO:0005525
GRMZM2G019119	GO:0005622
GRMZM2G019119	GO:0006886
GRMZM2G019119	GO:0006913
GRMZM2G019119	GO:0007165
GRMZM2G019119	GO:0007186
GRMZM2G019119	GO:0007264
GRMZM2G019119	GO:0015031
GRMZM2G019119	GO:0019001
GRMZM2G019121	GO:0000166
GRMZM2G019121	GO:0003676
GRMZM2G019121	GO:0004812
GRMZM2G019121	GO:0004815
GRMZM2G019121	GO:0004824
GRMZM2G019121	GO:0005524
GRMZM2G019121	GO:0005737
GRMZM2G019121	GO:0006412
GRMZM2G019121	GO:0006418
GRMZM2G019121	GO:0006422
GRMZM2G019121	GO:0006430
