genes	GOcats
GRMZM2G087032	GO:0008270
GRMZM2G087040	GO:0003677
GRMZM2G087040	GO:0003700
GRMZM2G087040	GO:0006355
GRMZM2G087059	GO:0003677
GRMZM2G087059	GO:0003700
GRMZM2G087059	GO:0004181
GRMZM2G087059	GO:0006355
GRMZM2G087059	GO:0006508
GRMZM2G087059	GO:0008270
GRMZM2G087095	GO:0003700
GRMZM2G087095	GO:0005634
GRMZM2G087095	GO:0006355
GRMZM2G087095	GO:0043565
GRMZM2G087101	GO:0015097
GRMZM2G087101	GO:0015694
GRMZM2G087101	GO:0030001
GRMZM2G087101	GO:0046872
GRMZM2G087103	GO:0003824
GRMZM2G087103	GO:0008152
GRMZM2G087111	GO:0030145
GRMZM2G087111	GO:0045735
GRMZM2G087111	GO:0048046
GRMZM2G087144	GO:0005097
GRMZM2G087144	GO:0005622
GRMZM2G087144	GO:0016068
GRMZM2G087144	GO:0032313
GRMZM2G087144	GO:0042309
GRMZM2G087144	GO:0050825
GRMZM2G087144	GO:0050826
GRMZM2G087150	GO:0006629
GRMZM2G087150	GO:0016788
GRMZM2G087157	GO:0046983
GRMZM2G087161	GO:0000166
GRMZM2G087161	GO:0003824
GRMZM2G087161	GO:0004871
GRMZM2G087161	GO:0007186
GRMZM2G087161	GO:0017111
GRMZM2G087161	GO:0019001
GRMZM2G087165	GO:0003723
GRMZM2G087165	GO:0003735
GRMZM2G087165	GO:0005622
GRMZM2G087165	GO:0005840
GRMZM2G087165	GO:0006412
GRMZM2G087165	GO:0015935
GRMZM2G087169	GO:0004497
GRMZM2G087169	GO:0008152
GRMZM2G087169	GO:0016491
GRMZM2G087169	GO:0055114
GRMZM2G087172	GO:0003735
GRMZM2G087172	GO:0005622
GRMZM2G087172	GO:0005840
GRMZM2G087172	GO:0006412
GRMZM2G087176	GO:0003676
GRMZM2G087176	GO:0008270
GRMZM2G087180	GO:0001522
GRMZM2G087180	GO:0003723
GRMZM2G087180	GO:0006396
GRMZM2G087180	GO:0009451
GRMZM2G087180	GO:0009982
GRMZM2G087180	GO:0046417
GRMZM2G087186	GO:0000287
GRMZM2G087186	GO:0003824
GRMZM2G087186	GO:0016831
GRMZM2G087186	GO:0030976
GRMZM2G087192	GO:0010181
GRMZM2G087192	GO:0016491
GRMZM2G087194	GO:0003735
GRMZM2G087194	GO:0005622
GRMZM2G087194	GO:0005761
GRMZM2G087194	GO:0005840
GRMZM2G087194	GO:0006412
GRMZM2G087196	GO:0005634
GRMZM2G087206	GO:0016491
GRMZM2G087206	GO:0055114
GRMZM2G087207	GO:0003824
GRMZM2G087207	GO:0004421
GRMZM2G087207	GO:0008152
GRMZM2G087207	GO:0008299
GRMZM2G087212	GO:0005215
GRMZM2G087212	GO:0006810
GRMZM2G087212	GO:0016020
GRMZM2G087212	GO:0016021
GRMZM2G087222	GO:0003677
GRMZM2G087222	GO:0004518
GRMZM2G087222	GO:0006289
GRMZM2G087233	GO:0003735
GRMZM2G087233	GO:0005622
GRMZM2G087233	GO:0005840
GRMZM2G087233	GO:0006412
GRMZM2G087243	GO:0005488
GRMZM2G087254	GO:0008152
GRMZM2G087254	GO:0016671
GRMZM2G087254	GO:0016740
GRMZM2G087254	GO:0019419
GRMZM2G087254	GO:0045454
GRMZM2G087254	GO:0055114
GRMZM2G087267	GO:0003700
GRMZM2G087267	GO:0006355
GRMZM2G087267	GO:0042025
GRMZM2G087275	GO:0009058
GRMZM2G087275	GO:0016769
GRMZM2G087275	GO:0030170
GRMZM2G087312	GO:0008137
GRMZM2G087312	GO:0009055
GRMZM2G087312	GO:0016020
GRMZM2G087316	GO:0003677
GRMZM2G087323	GO:0004022
GRMZM2G087323	GO:0008152
GRMZM2G087323	GO:0008667
GRMZM2G087323	GO:0009239
GRMZM2G087323	GO:0016491
GRMZM2G087323	GO:0055114
GRMZM2G087326	GO:0005794
GRMZM2G087326	GO:0007047
GRMZM2G087326	GO:0008466
GRMZM2G087326	GO:0009505
GRMZM2G087326	GO:0016758
GRMZM2G087326	GO:0030054
GRMZM2G087326	GO:0030244
GRMZM2G087329	GO:0003677
GRMZM2G087329	GO:0004803
GRMZM2G087329	GO:0006313
GRMZM2G087350	GO:0005515
GRMZM2G087350	GO:0008270
GRMZM2G087350	GO:0042309
GRMZM2G087350	GO:0050825
GRMZM2G087350	GO:0050826
GRMZM2G087395	GO:0003723
GRMZM2G087398	GO:0005622
GRMZM2G087398	GO:0008270
GRMZM2G087437	GO:0003676
GRMZM2G087437	GO:0008270
GRMZM2G087445	GO:0005634
GRMZM2G087445	GO:0030528
GRMZM2G087445	GO:0045449
GRMZM2G087451	GO:0003677
GRMZM2G087451	GO:0005515
GRMZM2G087451	GO:0005634
GRMZM2G087451	GO:0006350
GRMZM2G087451	GO:0030528
GRMZM2G087459	GO:0004672
GRMZM2G087459	GO:0004674
GRMZM2G087459	GO:0005524
GRMZM2G087459	GO:0006468
GRMZM2G087462	GO:0006629
GRMZM2G087462	GO:0016788
GRMZM2G087479	GO:0005215
GRMZM2G087479	GO:0006810
GRMZM2G087479	GO:0006835
GRMZM2G087479	GO:0016020
GRMZM2G087479	GO:0016021
GRMZM2G087479	GO:0017153
GRMZM2G087479	GO:0051260
GRMZM2G087479	GO:0055085
GRMZM2G087482	GO:0005515
GRMZM2G087482	GO:0008270
GRMZM2G087485	GO:0046983
GRMZM2G087507	GO:0016491
GRMZM2G087507	GO:0055114
GRMZM2G087570	GO:0003755
GRMZM2G087570	GO:0006457
GRMZM2G087579	GO:0004497
GRMZM2G087579	GO:0005506
GRMZM2G087579	GO:0009055
GRMZM2G087579	GO:0020037
GRMZM2G087579	GO:0055114
GRMZM2G087582	GO:0046983
GRMZM2G087590	GO:0042309
GRMZM2G087590	GO:0050825
GRMZM2G087590	GO:0050826
GRMZM2G087598	GO:0000166
GRMZM2G087598	GO:0004222
GRMZM2G087598	GO:0005524
GRMZM2G087598	GO:0005525
GRMZM2G087598	GO:0006508
GRMZM2G087598	GO:0008270
GRMZM2G087598	GO:0016020
GRMZM2G087598	GO:0016021
GRMZM2G087598	GO:0017111
GRMZM2G087598	GO:0030163
GRMZM2G087612	GO:0006629
GRMZM2G087612	GO:0008152
GRMZM2G087619	GO:0005488
GRMZM2G087625	GO:0004672
GRMZM2G087625	GO:0004674
GRMZM2G087625	GO:0005524
GRMZM2G087625	GO:0006468
GRMZM2G087628	GO:0003723
GRMZM2G087635	GO:0006835
GRMZM2G087635	GO:0006865
GRMZM2G087635	GO:0016020
GRMZM2G087635	GO:0017153
GRMZM2G087655	GO:0004672
GRMZM2G087655	GO:0004674
GRMZM2G087655	GO:0005524
GRMZM2G087655	GO:0006468
GRMZM2G087658	GO:0006357
GRMZM2G087658	GO:0016455
GRMZM2G087658	GO:0016592
GRMZM2G087671	GO:0005201
GRMZM2G087671	GO:0005578
GRMZM2G087678	GO:0005089
GRMZM2G087692	GO:0008152
GRMZM2G087692	GO:0008168
GRMZM2G087712	GO:0006364
GRMZM2G087712	GO:0032040
GRMZM2G087716	GO:0008270
GRMZM2G087719	GO:0003677
GRMZM2G087719	GO:0008270
GRMZM2G087724	GO:0005179
GRMZM2G087724	GO:0005576
GRMZM2G087728	GO:0004197
GRMZM2G087728	GO:0006508
GRMZM2G087728	GO:0008234
GRMZM2G087741	GO:0003677
GRMZM2G087741	GO:0003700
GRMZM2G087741	GO:0005634
GRMZM2G087741	GO:0006355
GRMZM2G087741	GO:0030528
GRMZM2G087741	GO:0043565
GRMZM2G087749	GO:0005488
GRMZM2G087752	GO:0005737
GRMZM2G087752	GO:0006886
GRMZM2G087752	GO:0008565
GRMZM2G087752	GO:0016020
GRMZM2G087753	GO:0005622
GRMZM2G087758	GO:0003677
GRMZM2G087758	GO:0004879
GRMZM2G087758	GO:0005506
GRMZM2G087758	GO:0005634
GRMZM2G087758	GO:0006355
GRMZM2G087758	GO:0006457
GRMZM2G087758	GO:0009055
GRMZM2G087758	GO:0031072
GRMZM2G087758	GO:0051082
GRMZM2G087759	GO:0005634
GRMZM2G087759	GO:0006289
GRMZM2G087769	GO:0008152
GRMZM2G087769	GO:0008168
GRMZM2G087787	GO:0003676
GRMZM2G087787	GO:0003700
GRMZM2G087787	GO:0005515
GRMZM2G087787	GO:0005634
GRMZM2G087787	GO:0006355
GRMZM2G087787	GO:0008270
GRMZM2G087794	GO:0046983
GRMZM2G087806	GO:0008270
GRMZM2G087809	GO:0005199
GRMZM2G087809	GO:0045735
GRMZM2G087817	GO:0000786
GRMZM2G087817	GO:0003677
GRMZM2G087817	GO:0005634
GRMZM2G087817	GO:0006334
GRMZM2G087827	GO:0006629
GRMZM2G087827	GO:0016788
GRMZM2G087850	GO:0008654
GRMZM2G087850	GO:0016020
GRMZM2G087850	GO:0016780
GRMZM2G087875	GO:0004497
GRMZM2G087875	GO:0005506
GRMZM2G087875	GO:0009055
GRMZM2G087875	GO:0009986
GRMZM2G087875	GO:0020037
GRMZM2G087875	GO:0055114
GRMZM2G087901	GO:0005887
GRMZM2G087901	GO:0008515
GRMZM2G087901	GO:0015770
GRMZM2G087944	GO:0003677
GRMZM2G087944	GO:0003700
GRMZM2G087944	GO:0005488
GRMZM2G087944	GO:0006355
GRMZM2G087955	GO:0003677
GRMZM2G087955	GO:0005516
GRMZM2G087957	GO:0003676
GRMZM2G087957	GO:0008270
GRMZM2G088005	GO:0003677
GRMZM2G088007	GO:0004672
GRMZM2G088007	GO:0004674
GRMZM2G088007	GO:0005524
GRMZM2G088007	GO:0006468
GRMZM2G088053	GO:0016020
GRMZM2G088060	GO:0003735
GRMZM2G088060	GO:0005622
GRMZM2G088060	GO:0005840
GRMZM2G088060	GO:0006412
GRMZM2G088064	GO:0009058
GRMZM2G088064	GO:0016769
GRMZM2G088064	GO:0016847
GRMZM2G088064	GO:0030170
GRMZM2G088082	GO:0005618
GRMZM2G088082	GO:0030599
GRMZM2G088082	GO:0042545
GRMZM2G088086	GO:0005515
GRMZM2G088088	GO:0005488
GRMZM2G088088	GO:0005634
GRMZM2G088088	GO:0005643
GRMZM2G088088	GO:0005737
GRMZM2G088088	GO:0006606
GRMZM2G088088	GO:0006886
GRMZM2G088088	GO:0008565
GRMZM2G088092	GO:0003676
GRMZM2G088092	GO:0008270
GRMZM2G088096	GO:0005488
GRMZM2G088096	GO:0006810
GRMZM2G088096	GO:0016020
GRMZM2G088096	GO:0055085
GRMZM2G088100	GO:0005618
GRMZM2G088100	GO:0030599
GRMZM2G088100	GO:0042545
GRMZM2G088112	GO:0005622
GRMZM2G088112	GO:0008270
GRMZM2G088114	GO:0003723
GRMZM2G088132	GO:0005741
GRMZM2G088132	GO:0006820
GRMZM2G088132	GO:0008308
GRMZM2G088132	GO:0055085
GRMZM2G088140	GO:0003677
GRMZM2G088140	GO:0003700
GRMZM2G088140	GO:0005634
GRMZM2G088140	GO:0006351
GRMZM2G088140	GO:0006355
GRMZM2G088140	GO:0043565
GRMZM2G088140	GO:0045449
GRMZM2G088140	GO:0046983
GRMZM2G088189	GO:0003677
GRMZM2G088196	GO:0055085
GRMZM2G088208	GO:0004089
GRMZM2G088208	GO:0006730
GRMZM2G088208	GO:0008270
GRMZM2G088212	GO:0004096
GRMZM2G088212	GO:0005506
GRMZM2G088212	GO:0006979
GRMZM2G088212	GO:0020037
GRMZM2G088212	GO:0055114
GRMZM2G088218	GO:0003676
GRMZM2G088218	GO:0004386
GRMZM2G088218	GO:0005524
GRMZM2G088218	GO:0008026
GRMZM2G088231	GO:0005488
GRMZM2G088235	GO:0006807
GRMZM2G088235	GO:0016151
GRMZM2G088242	GO:0003700
GRMZM2G088242	GO:0005634
GRMZM2G088242	GO:0006355
GRMZM2G088242	GO:0043565
GRMZM2G088245	GO:0004672
GRMZM2G088245	GO:0004674
GRMZM2G088245	GO:0005524
GRMZM2G088245	GO:0006468
GRMZM2G088258	GO:0016491
GRMZM2G088261	GO:0005509
GRMZM2G088267	GO:0008440
GRMZM2G088273	GO:0045735
GRMZM2G088291	GO:0004607
GRMZM2G088291	GO:0006629
GRMZM2G088299	GO:0004672
GRMZM2G088299	GO:0004674
GRMZM2G088299	GO:0005524
GRMZM2G088299	GO:0006468
GRMZM2G088305	GO:0003824
GRMZM2G088305	GO:0008152
GRMZM2G088313	GO:0001503
GRMZM2G088313	GO:0007155
GRMZM2G088331	GO:0003735
GRMZM2G088331	GO:0005622
GRMZM2G088331	GO:0005840
GRMZM2G088331	GO:0006412
GRMZM2G088348	GO:0000103
GRMZM2G088348	GO:0003676
GRMZM2G088348	GO:0004781
GRMZM2G088348	GO:0006412
GRMZM2G088356	GO:0016020
GRMZM2G088361	GO:0004672
GRMZM2G088361	GO:0004674
GRMZM2G088361	GO:0004689
GRMZM2G088361	GO:0005509
GRMZM2G088361	GO:0005516
GRMZM2G088361	GO:0005524
GRMZM2G088361	GO:0005964
GRMZM2G088361	GO:0005978
GRMZM2G088361	GO:0006468
GRMZM2G088365	GO:0045735
GRMZM2G088371	GO:0045735
GRMZM2G088396	GO:0003868
GRMZM2G088396	GO:0009072
GRMZM2G088397	GO:0003824
GRMZM2G088409	GO:0004672
GRMZM2G088409	GO:0004674
GRMZM2G088409	GO:0005524
GRMZM2G088409	GO:0006468
GRMZM2G088413	GO:0003677
GRMZM2G088413	GO:0006355
GRMZM2G088415	GO:0003676
GRMZM2G088427	GO:0003677
GRMZM2G088427	GO:0006355
GRMZM2G088440	GO:0006457
GRMZM2G088440	GO:0031072
GRMZM2G088440	GO:0051082
GRMZM2G088441	GO:0045735
GRMZM2G088443	GO:0005634
GRMZM2G088443	GO:0030528
GRMZM2G088443	GO:0045449
GRMZM2G088445	GO:0004616
GRMZM2G088445	GO:0006098
GRMZM2G088445	GO:0006573
GRMZM2G088445	GO:0008442
GRMZM2G088445	GO:0008679
GRMZM2G088445	GO:0046487
GRMZM2G088445	GO:0055114
GRMZM2G088464	GO:0005515
GRMZM2G088487	GO:0005515
GRMZM2G088490	GO:0004672
GRMZM2G088490	GO:0004674
GRMZM2G088490	GO:0005524
GRMZM2G088490	GO:0006468
GRMZM2G088524	GO:0003677
GRMZM2G088531	GO:0005515
GRMZM2G088539	GO:0005622
GRMZM2G088539	GO:0008270
GRMZM2G088549	GO:0004143
GRMZM2G088549	GO:0007205
GRMZM2G088565	GO:0003824
GRMZM2G088565	GO:0008152
GRMZM2G088590	GO:0005622
GRMZM2G088590	GO:0008270
GRMZM2G088601	GO:0006813
GRMZM2G088601	GO:0008152
GRMZM2G088601	GO:0008324
GRMZM2G088601	GO:0016491
GRMZM2G088601	GO:0055114
GRMZM2G088627	GO:0004046
GRMZM2G088627	GO:0005515
GRMZM2G088627	GO:0005737
GRMZM2G088627	GO:0006508
GRMZM2G088627	GO:0006520
GRMZM2G088627	GO:0008152
GRMZM2G088627	GO:0008237
GRMZM2G088627	GO:0016787
GRMZM2G088653	GO:0006508
GRMZM2G088653	GO:0008234
GRMZM2G088664	GO:0004789
GRMZM2G088664	GO:0009228
GRMZM2G088669	GO:0030001
GRMZM2G088669	GO:0046872
GRMZM2G088689	GO:0008152
GRMZM2G088689	GO:0016624
GRMZM2G088727	GO:0042309
GRMZM2G088727	GO:0050825
GRMZM2G088727	GO:0050826
GRMZM2G088736	GO:0006511
GRMZM2G088736	GO:0031461
GRMZM2G088736	GO:0031625
GRMZM2G088747	GO:0030001
GRMZM2G088747	GO:0046872
GRMZM2G088753	GO:0003824
GRMZM2G088753	GO:0004553
GRMZM2G088753	GO:0005975
GRMZM2G088753	GO:0043169
GRMZM2G088765	GO:0004601
GRMZM2G088765	GO:0006979
GRMZM2G088765	GO:0020037
GRMZM2G088765	GO:0055114
GRMZM2G088772	GO:0016491
GRMZM2G088772	GO:0055114
GRMZM2G088783	GO:0003677
GRMZM2G088783	GO:0042309
GRMZM2G088783	GO:0050825
GRMZM2G088783	GO:0050826
GRMZM2G088791	GO:0005576
GRMZM2G088791	GO:0009664
GRMZM2G088791	GO:0019953
GRMZM2G088793	GO:0019825
GRMZM2G088793	GO:0020037
GRMZM2G088795	GO:0016491
GRMZM2G088819	GO:0005509
GRMZM2G088834	GO:0000166
GRMZM2G088834	GO:0005524
GRMZM2G088834	GO:0017111
GRMZM2G088847	GO:0007155
GRMZM2G088861	GO:0005515
GRMZM2G088870	GO:0003774
GRMZM2G088870	GO:0009296
GRMZM2G088870	GO:0009424
GRMZM2G088874	GO:0005524
GRMZM2G088874	GO:0005737
GRMZM2G088874	GO:0006457
GRMZM2G088880	GO:0003735
GRMZM2G088880	GO:0005622
GRMZM2G088880	GO:0005840
GRMZM2G088880	GO:0006412
GRMZM2G088919	GO:0006629
GRMZM2G088919	GO:0016788
GRMZM2G088931	GO:0004871
GRMZM2G088931	GO:0006355
GRMZM2G088931	GO:0007165
GRMZM2G088931	GO:0008020
GRMZM2G088951	GO:0004553
GRMZM2G088951	GO:0005975
GRMZM2G088964	GO:0006813
GRMZM2G088964	GO:0015079
GRMZM2G088964	GO:0016020
GRMZM2G088965	GO:0008299
GRMZM2G088974	GO:0004437
GRMZM2G088974	GO:0006790
GRMZM2G088974	GO:0008441
GRMZM2G088980	GO:0005634
GRMZM2G088995	GO:0004637
GRMZM2G088995	GO:0009113
GRMZM2G089010	GO:0000155
GRMZM2G089010	GO:0000156
GRMZM2G089010	GO:0000160
GRMZM2G089010	GO:0004673
GRMZM2G089010	GO:0005524
GRMZM2G089010	GO:0005789
GRMZM2G089010	GO:0006355
GRMZM2G089010	GO:0007165
GRMZM2G089010	GO:0009873
GRMZM2G089010	GO:0016020
GRMZM2G089021	GO:0004422
GRMZM2G089021	GO:0005737
GRMZM2G089021	GO:0006166
GRMZM2G089021	GO:0009116
GRMZM2G089050	GO:0003676
GRMZM2G089050	GO:0008270
GRMZM2G089092	GO:0000166
GRMZM2G089092	GO:0005524
GRMZM2G089092	GO:0006139
GRMZM2G089092	GO:0016740
GRMZM2G089092	GO:0017111
GRMZM2G089092	GO:0019205
GRMZM2G089102	GO:0008152
GRMZM2G089102	GO:0016597
GRMZM2G089121	GO:0003677
GRMZM2G089121	GO:0004499
GRMZM2G089121	GO:0004879
GRMZM2G089121	GO:0005634
GRMZM2G089121	GO:0006355
GRMZM2G089121	GO:0006813
GRMZM2G089121	GO:0008324
GRMZM2G089121	GO:0016491
GRMZM2G089121	GO:0050660
GRMZM2G089121	GO:0050661
GRMZM2G089121	GO:0055114
GRMZM2G089132	GO:0005200
GRMZM2G089136	GO:0004618
GRMZM2G089136	GO:0006096
GRMZM2G089136	GO:0042309
GRMZM2G089136	GO:0050825
GRMZM2G089136	GO:0050826
GRMZM2G089141	GO:0042309
GRMZM2G089141	GO:0050825
GRMZM2G089141	GO:0050826
GRMZM2G089159	GO:0004672
GRMZM2G089159	GO:0004674
GRMZM2G089159	GO:0005524
GRMZM2G089159	GO:0006468
GRMZM2G089163	GO:0003725
GRMZM2G089163	GO:0005622
GRMZM2G089222	GO:0003723
GRMZM2G089238	GO:0005515
GRMZM2G089238	GO:0008270
GRMZM2G089241	GO:0008152
GRMZM2G089241	GO:0016758
GRMZM2G089244	GO:0003677
GRMZM2G089248	GO:0016020
GRMZM2G089257	GO:0000166
GRMZM2G089257	GO:0003872
GRMZM2G089257	GO:0005524
GRMZM2G089257	GO:0005945
GRMZM2G089257	GO:0006096
GRMZM2G089257	GO:0017111
GRMZM2G089259	GO:0008219
GRMZM2G089259	GO:0009772
GRMZM2G089259	GO:0016021
GRMZM2G089259	GO:0019684
GRMZM2G089259	GO:0030077
GRMZM2G089259	GO:0045156
GRMZM2G089278	GO:0003676
GRMZM2G089278	GO:0008270
GRMZM2G089288	GO:0006869
GRMZM2G089288	GO:0008289
GRMZM2G089291	GO:0005506
GRMZM2G089291	GO:0006814
GRMZM2G089291	GO:0006885
GRMZM2G089291	GO:0009055
GRMZM2G089291	GO:0015385
GRMZM2G089291	GO:0016020
GRMZM2G089291	GO:0016021
GRMZM2G089291	GO:0016491
GRMZM2G089291	GO:0050660
GRMZM2G089291	GO:0055114
GRMZM2G089308	GO:0008113
GRMZM2G089308	GO:0055114
GRMZM2G089317	GO:0005506
GRMZM2G089317	GO:0016226
GRMZM2G089317	GO:0051536
GRMZM2G089351	GO:0003777
GRMZM2G089351	GO:0005524
GRMZM2G089351	GO:0007018
GRMZM2G089365	GO:0004332
GRMZM2G089365	GO:0006096
GRMZM2G089400	GO:0006869
GRMZM2G089400	GO:0008289
GRMZM2G089406	GO:0003677
GRMZM2G089406	GO:0004969
GRMZM2G089406	GO:0007186
GRMZM2G089406	GO:0016021
GRMZM2G089408	GO:0008270
GRMZM2G089421	GO:0003735
GRMZM2G089421	GO:0005622
GRMZM2G089421	GO:0005840
GRMZM2G089421	GO:0006412
GRMZM2G089448	GO:0005622
GRMZM2G089448	GO:0008270
GRMZM2G089454	GO:0005525
GRMZM2G089454	GO:0005622
GRMZM2G089454	GO:0006886
GRMZM2G089454	GO:0007264
GRMZM2G089454	GO:0015031
GRMZM2G089461	GO:0004672
GRMZM2G089461	GO:0004674
GRMZM2G089461	GO:0005515
GRMZM2G089461	GO:0005524
GRMZM2G089461	GO:0006468
GRMZM2G089466	GO:0005515
GRMZM2G089466	GO:0008270
GRMZM2G089482	GO:0005198
GRMZM2G089482	GO:0005525
GRMZM2G089482	GO:0005874
GRMZM2G089482	GO:0007017
GRMZM2G089482	GO:0007018
GRMZM2G089482	GO:0043234
GRMZM2G089482	GO:0051258
GRMZM2G089484	GO:0004672
GRMZM2G089484	GO:0004674
GRMZM2G089484	GO:0004707
GRMZM2G089484	GO:0005524
GRMZM2G089484	GO:0006468
GRMZM2G089491	GO:0006605
GRMZM2G089491	GO:0006886
GRMZM2G089491	GO:0015031
GRMZM2G089491	GO:0015450
GRMZM2G089491	GO:0016020
GRMZM2G089493	GO:0045735
GRMZM2G089501	GO:0005634
GRMZM2G089501	GO:0030528
GRMZM2G089501	GO:0045449
GRMZM2G089504	GO:0016068
GRMZM2G089506	GO:0004190
GRMZM2G089506	GO:0006508
GRMZM2G089525	GO:0003700
GRMZM2G089525	GO:0005634
GRMZM2G089525	GO:0006355
GRMZM2G089525	GO:0043565
GRMZM2G089528	GO:0004497
GRMZM2G089528	GO:0005506
GRMZM2G089528	GO:0009055
GRMZM2G089528	GO:0020037
GRMZM2G089528	GO:0055114
GRMZM2G089542	GO:0000785
GRMZM2G089542	GO:0003676
GRMZM2G089542	GO:0003677
GRMZM2G089542	GO:0003682
GRMZM2G089542	GO:0005634
GRMZM2G089542	GO:0006333
GRMZM2G089542	GO:0015074
GRMZM2G089557	GO:0005622
GRMZM2G089557	GO:0008270
GRMZM2G089562	GO:0000785
GRMZM2G089562	GO:0003677
GRMZM2G089562	GO:0005634
GRMZM2G089562	GO:0006355
GRMZM2G089565	GO:0004221
GRMZM2G089565	GO:0005622
GRMZM2G089565	GO:0006511
GRMZM2G089596	GO:0005634
GRMZM2G089596	GO:0030528
GRMZM2G089596	GO:0045449
GRMZM2G089619	GO:0003677
GRMZM2G089619	GO:0003700
GRMZM2G089619	GO:0004879
GRMZM2G089619	GO:0005634
GRMZM2G089619	GO:0006355
GRMZM2G089619	GO:0043565
GRMZM2G089638	GO:0004966
GRMZM2G089638	GO:0007186
GRMZM2G089638	GO:0016021
GRMZM2G089640	GO:0003677
GRMZM2G089640	GO:0005634
GRMZM2G089640	GO:0009725
GRMZM2G089640	GO:0045449
GRMZM2G089676	GO:0003676
GRMZM2G089676	GO:0005622
GRMZM2G089676	GO:0006810
GRMZM2G089676	GO:0016068
GRMZM2G089686	GO:0003677
GRMZM2G089698	GO:0016747
GRMZM2G089699	GO:0005576
GRMZM2G089699	GO:0009664
GRMZM2G089699	GO:0019953
GRMZM2G089713	GO:0005985
GRMZM2G089713	GO:0009058
GRMZM2G089713	GO:0016157
GRMZM2G089721	GO:0005622
GRMZM2G089721	GO:0008270
GRMZM2G089721	GO:0042309
GRMZM2G089721	GO:0050825
GRMZM2G089721	GO:0050826
GRMZM2G089743	GO:0003676
GRMZM2G089767	GO:0003872
GRMZM2G089767	GO:0004001
GRMZM2G089767	GO:0005945
GRMZM2G089767	GO:0006096
GRMZM2G089767	GO:0006166
GRMZM2G089803	GO:0004497
GRMZM2G089803	GO:0005506
GRMZM2G089803	GO:0009055
GRMZM2G089803	GO:0020037
GRMZM2G089803	GO:0055114
GRMZM2G089812	GO:0003676
GRMZM2G089812	GO:0003677
GRMZM2G089812	GO:0004519
GRMZM2G089812	GO:0005622
GRMZM2G089812	GO:0005727
GRMZM2G089812	GO:0009405
GRMZM2G089812	GO:0043565
GRMZM2G089819	GO:0004672
GRMZM2G089819	GO:0004674
GRMZM2G089819	GO:0005515
GRMZM2G089819	GO:0005524
GRMZM2G089819	GO:0006468
GRMZM2G089836	GO:0004553
GRMZM2G089836	GO:0005975
GRMZM2G089836	GO:0015232
GRMZM2G089836	GO:0015886
GRMZM2G089836	GO:0016020
GRMZM2G089836	GO:0017004
GRMZM2G089850	GO:0003677
GRMZM2G089850	GO:0008270
GRMZM2G089850	GO:0042309
GRMZM2G089850	GO:0045449
GRMZM2G089850	GO:0050825
GRMZM2G089850	GO:0050826
GRMZM2G089856	GO:0016491
GRMZM2G089860	GO:0003951
GRMZM2G089860	GO:0004143
GRMZM2G089860	GO:0007205
GRMZM2G089860	GO:0008152
GRMZM2G089873	GO:0030001
GRMZM2G089873	GO:0046872
GRMZM2G089884	GO:0016020
GRMZM2G089895	GO:0004601
GRMZM2G089895	GO:0006979
GRMZM2G089895	GO:0020037
GRMZM2G089895	GO:0055114
GRMZM2G089902	GO:0003677
GRMZM2G089902	GO:0003899
GRMZM2G089902	GO:0006350
GRMZM2G089904	GO:0005622
GRMZM2G089904	GO:0008270
GRMZM2G089929	GO:0003824
GRMZM2G089929	GO:0008152
GRMZM2G089944	GO:0008152
GRMZM2G089944	GO:0016811
GRMZM2G089948	GO:0004252
GRMZM2G089948	GO:0006508
GRMZM2G089948	GO:0008236
GRMZM2G089949	GO:0003677
GRMZM2G089949	GO:0008270
GRMZM2G089949	GO:0045449
GRMZM2G089952	GO:0005215
GRMZM2G089952	GO:0005622
GRMZM2G089952	GO:0006810
GRMZM2G089976	GO:0003676
GRMZM2G089976	GO:0005622
GRMZM2G089982	GO:0004601
GRMZM2G089982	GO:0006979
GRMZM2G089982	GO:0020037
GRMZM2G089982	GO:0055114
GRMZM2G089995	GO:0003677
GRMZM2G089995	GO:0003700
GRMZM2G089995	GO:0006355
GRMZM2G090010	GO:0004177
GRMZM2G090010	GO:0006508
GRMZM2G090010	GO:0008235
GRMZM2G090010	GO:0009987
GRMZM2G090020	GO:0006605
GRMZM2G090020	GO:0006886
GRMZM2G090020	GO:0016020
GRMZM2G090025	GO:0005488
GRMZM2G090025	GO:0006810
GRMZM2G090025	GO:0016020
GRMZM2G090025	GO:0055085
GRMZM2G090029	GO:0004952
GRMZM2G090029	GO:0007186
GRMZM2G090029	GO:0016021
GRMZM2G090034	GO:0003924
GRMZM2G090034	GO:0005515
GRMZM2G090034	GO:0005524
GRMZM2G090034	GO:0005525
GRMZM2G090034	GO:0005622
GRMZM2G090034	GO:0006355
GRMZM2G090034	GO:0006886
GRMZM2G090034	GO:0006913
GRMZM2G090034	GO:0007165
GRMZM2G090034	GO:0007264
GRMZM2G090034	GO:0008134
GRMZM2G090034	GO:0015031
GRMZM2G090051	GO:0005506
GRMZM2G090051	GO:0005783
GRMZM2G090051	GO:0006633
GRMZM2G090051	GO:0016491
GRMZM2G090051	GO:0055114
GRMZM2G090060	GO:0046983
GRMZM2G090068	GO:0003824
GRMZM2G090068	GO:0008270
GRMZM2G090068	GO:0008703
GRMZM2G090068	GO:0008835
GRMZM2G090068	GO:0009231
GRMZM2G090068	GO:0016787
GRMZM2G090068	GO:0050661
GRMZM2G090068	GO:0055114
