Gene	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3	ck_rep1.RPKM	ck_rep2.RPKM	ck_rep3.RPKM	trt_rep1.RPKM	trt_rep2.RPKM	trt_rep3.RPKM	log2FC	pval	qval	ck.mean	trt.mean
GRMZM2G085176	35	20	15	168	21	147	1.715	0.929	0.721	9.003	1.041	6.6	1.98290161070788	0.00143344785222813	0.0369295867219318	23	100.8
GRMZM2G085189	496	566	563	332	528	424	15.522	16.795	17.29	11.365	16.726	12.16	-0.324084102830167	0.14551289453415	0.670708398590812	531.7	467.7
GRMZM2G085198	14	19	21	51	7	13	0.503	0.648	0.741	2.005	0.255	0.428	-0.0614930466924238	0.945560111742356	0.995102603802859	17.7	38.9
GRMZM2G085199	24	9	31	32	14	24	1.012	0.36	1.283	1.476	0.598	0.928	0.245087680659048	0.716687068059935	0.963093332371601	21.2	33.4
GRMZM2G085236	73	58	74	148	174	305	1.123	0.846	1.118	2.491	2.711	4.302	1.59000534643146	1.41627438992717e-06	0.000103360706843013	67.3	119.4
GRMZM2G085246	1427	1587	1380	847	1333	1405	30.581	32.249	29.022	19.855	28.917	27.593	-0.28711738108483	0.144070978010897	0.669470319496517	1436.3	1164.8
GRMZM2G085249	353	413	396	390	415	344	15.437	17.126	16.995	18.656	18.371	13.787	0.0208026707392109	0.930237384858057	0.994002067893382	380	415.8
GRMZM2G085254	1414	1466	1306	1102	1500	1533	55.444	54.507	50.254	47.266	59.538	55.087	0.00648117400221502	0.971922714787887	0.995601471081164	1369.1	1269.1
GRMZM2G085266	277	256	250	158	261	236	5.649	4.95	5.003	3.525	5.388	4.411	-0.24769074842736	0.366504059358206	0.851052902416632	256.5	213.5
GRMZM2G085295	159	150	125	93	152	131	9.744	8.717	7.518	6.234	9.429	7.357	-0.187788629898096	0.558336939279189	0.920570540679872	142	114.5
GRMZM2G085301	992	973	1038	615	893	903	53.075	49.364	54.501	35.993	48.365	44.277	-0.29970691420998	0.134788691779837	0.653819680227645	984	863.9
GRMZM2G085303	318	212	348	144	135	288	10.966	6.932	11.776	5.432	4.712	9.101	-0.648223332185825	0.0150779961304891	0.205911719719441	289.2	255.1
GRMZM2G085320	12	14	39	68	16	21	0.539	0.596	1.72	3.342	0.728	0.865	0.596737410473521	0.477039612873281	0.895406763792676	21.5	57.4
GRMZM2G085336	21	21	15	145	21	29	0.82	0.778	0.575	6.196	0.83	1.038	1.29920672027853	0.0566207014231331	0.453841345886306	18.6	88
GRMZM2G085378	77	111	63	71	110	83	1.844	2.521	1.481	1.86	2.667	1.822	0.125779246002023	0.724529724394934	0.964714541440076	81.6	71.1
GRMZM2G085381	1868	3406	3064	1131	1778	1397	88.163	152.429	141.913	58.389	84.945	60.424	-0.894266299578523	9.91366143790605e-06	0.000559727297652123	2719.1	2170.2
GRMZM2G085392	3	0	3	64	2	4	0.212	0	0.208	4.951	0.143	0.259	2.9138680502197	0.0399882557330762	0.374891962153503	2	37
GRMZM2G085402	452	511	378	398	507	559	12.815	13.737	10.517	12.343	14.55	14.524	0.160902996777347	0.468982934122432	0.892316134658236	437.7	411.2
GRMZM2G085409	15	17	19	25	42	63	0.535	0.575	0.665	0.976	1.517	2.06	1.30516162089853	0.0258996210772706	0.290580177751266	16.7	23.4
GRMZM2G085411	340	289	273	641	245	634	10.714	8.636	8.442	22.095	7.815	18.31	0.679045191396933	0.0255631822199397	0.288246267151431	295.5	493.2
GRMZM2G085420	17	22	13	14	30	18	0.645	0.791	0.484	0.581	1.152	0.626	0.257133266711285	0.712082590474867	0.961365204725579	16.9	14.3
GRMZM2G085427	457	495	478	298	526	401	14.554	14.948	14.939	10.381	16.957	11.703	-0.22146198291368	0.348005820031268	0.8414196805098	467.9	406
GRMZM2G085438	168	201	147	99	107	131	4.538	5.148	3.897	2.925	2.926	3.243	-0.575108916133343	0.0608284015544905	0.468695219467665	168.3	129
GRMZM2G085467	119	86	151	153	93	177	4.618	3.165	5.751	6.495	3.654	6.295	0.273039486939041	0.377935090515845	0.854399794800441	117.3	160.9
GRMZM2G085469	103	110	120	190	104	140	6.724	6.809	7.687	13.567	6.872	8.376	0.380465843785897	0.278958110231688	0.803395241988281	109.1	165.9
GRMZM2G085474	249	451	270	241	397	214	8.15	13.997	8.672	8.628	13.153	6.419	-0.150043555408946	0.542963414886085	0.915446270602588	315	269.7
GRMZM2G085483	8	5	9	45	10	20	0.445	0.264	0.491	2.737	0.563	1.019	1.61171076239969	0.0530638996164492	0.438918123030083	7.3	29.5
GRMZM2G085530	1317	1385	1406	852	1272	1332	22.91	22.845	24.002	16.212	22.398	21.235	-0.237787935646041	0.210673917369419	0.75006523961313	1345	1180.7
GRMZM2G085547	295	344	265	305	357	399	7.745	8.564	6.828	8.759	9.488	9.6	0.268237572711715	0.248518816477914	0.784586050035161	295.1	302.7
GRMZM2G085550	29	30	71	46	40	77	0.948	0.93	2.278	1.645	1.324	2.307	0.423667373267268	0.369708247743788	0.852224072264615	42.9	61.3
GRMZM2G085565	20	24	15	22	26	22	1.327	1.51	0.977	1.597	1.747	1.338	0.304209279572984	0.638376266434034	0.939682536325241	19.2	19.8
GRMZM2G085568	125	120	128	63	105	114	2.585	2.353	2.598	1.425	2.198	2.161	-0.406024360687203	0.238505206886887	0.775440865307504	122.2	99.4
GRMZM2G085573	578	629	494	586	665	460	42.034	43.375	35.255	46.616	48.955	30.658	0.0383035784902802	0.855664751284605	0.986051179788861	555.6	573.9
GRMZM2G085577	14766	15307	15149	8392	13424	14062	369.377	363.085	371.888	229.632	339.926	322.373	-0.3323875565593	0.0712153511378912	0.505876227312032	14803.9	12284.1
GRMZM2G085582	180	214	187	237	154	199	8.666	9.769	8.835	12.481	7.505	8.78	0.0430250219889089	0.886414111141177	0.988674793278826	189.8	225.7
GRMZM2G085587	102	126	70	59	113	96	2.815	3.298	1.896	1.781	3.157	2.428	-0.123357099156259	0.741766637231148	0.966688576649287	97	68
GRMZM2G085600	480	584	464	363	517	440	22.94	26.465	21.761	18.976	25.011	19.271	-0.180144363817532	0.383858736806111	0.856741669769669	498.8	435.1
GRMZM2G085602	919	958	888	720	926	831	58.508	57.834	55.48	50.141	59.677	48.485	-0.127503083912517	0.500137175503766	0.902535689969122	904.6	846.7
GRMZM2G085604	46	115	49	53	74	49	1.245	2.951	1.301	1.569	2.027	1.215	-0.116928369917752	0.784187397153678	0.974653343932089	67.8	54.1
GRMZM2G085613	289	309	283	473	373	358	10.43	10.574	10.023	18.672	13.626	11.84	0.478862628245697	0.0522356588277098	0.434753598955116	288.2	405
GRMZM2G085630	399	335	349	373	301	394	25.652	20.422	22.019	26.231	19.589	23.214	0.0127366733581316	0.953915115710858	0.995450907004236	355.1	382.7
GRMZM2G085641	225	131	127	163	218	263	6.646	3.669	3.681	5.266	6.518	7.119	0.479599300380919	0.158346850289322	0.689237438267734	158.6	154.4
GRMZM2G085646	3671	3415	6536	12492	3526	8660	179.003	157.899	312.759	666.296	174.042	386.989	0.762937346935436	0.174909256428553	0.710944733731887	4487.4	10223.7
GRMZM2G085661	1363	1880	2491	1447	852	1540	50.844	66.499	91.188	59.043	32.172	52.646	-0.549215810505579	0.0409072087669716	0.380520867780309	1879.8	2057.1
GRMZM2G085670	323	373	341	278	371	389	10.827	11.856	11.217	10.193	12.589	11.95	0.0269793247583217	0.903599093620301	0.990609188832034	339	326
GRMZM2G085675	83	160	89	115	135	89	4.744	8.671	4.992	7.189	7.81	4.662	0.108947914671515	0.754256251356333	0.967318102849762	107.7	108.6
GRMZM2G085678	11	24	10	12	20	8	0.503	1.041	0.449	0.6	0.926	0.335	-0.11232617158563	0.888224434668155	0.989073482535243	14.6	11.7
GRMZM2G085691	52	48	98	23	30	49	1.813	1.587	3.353	0.877	1.059	1.566	-0.918557109394433	0.0464597138480945	0.407652016550478	65.3	62.1
GRMZM2G085711	188	132	211	125	161	181	7.506	4.998	8.268	5.459	6.507	6.623	-0.139628252456894	0.650519281128034	0.942821029902522	174.8	175.6
GRMZM2G085713	256	311	277	451	319	463	11.236	12.943	11.931	21.653	14.173	18.624	0.570212372554757	0.028604745905401	0.308379488740691	275.8	389.8
GRMZM2G085718	71	100	76	65	86	78	1.906	2.546	2.003	1.909	2.338	1.919	-0.0657627175356805	0.857398563858813	0.986315508801762	80.5	74.3
GRMZM2G085747	4095	4228	3766	3313	4024	3410	98.309	96.247	88.724	87	97.79	75.024	-0.135520432357852	0.418611995722357	0.870235983413661	3954.1	3734.7
GRMZM2G085750	546	492	620	714	516	664	43.868	37.483	48.884	62.75	41.966	48.891	0.222673076427871	0.305718332823364	0.817067298213507	544.3	708.4
